大南寔錄/大南正編列傳初集/卷01。	QUYỂN 1.
乃下令出師，日夜兼程，十餘日，已抵昇龍。適漏下四鼓，仕昏睡不之覺。	Bèn hạ lệnh ra quân, ngày đêm đi gấp hơn mười ngày đã đến Thăng Long, vừa trống canh tư, Nhậm ngủ mệt không biết gì.
惠馳入臥內，使武士黃文利手刃之，舁屍出府堂後。	Huệ vào trong chỗ nằm, sai vũ sĩ là Hoàng Văn Lợi đâm chết, khiêng xác ra sau phủ đường.
黎明，以吳文楚代領其眾。〉仍以崇讓公維監國，主黎祀，悉召黎諸臣與以官職。	Đến mờ sáng cho Ngô Văn Sở thay lĩnh quân chúng, vẫn cho Sùng Nhượng công là Duy Cận coi việc nước, giữ việc thờ tự nhà Lê, triệu hết mọi bề tôi nhà Lê cho làm quan chức.
〈有侍郎吳壬，青威左青威人，故黎進士，得罪逃竄，至是始出頭首，因陳文紀求見。	Có viên lang là Ngô Nhậm, người làng Tả Thanh Oai, huyện Thanh Oai, đỗ Tiến sĩ đời Lê trước, bị tội trốn tránh đến đây mới ra thú, nhờ Trần Văn Kỷ dẫn ra mắt Huệ.
惠素聞其才，器重之，拜侍中直學士，語紀曰：「此我再造人也。」	Huệ vẫn nghe Nhậm là người có tài nên coi trọng, cho làm Thị trung trực học sĩ, bảo Kỷ rằng: Đây là người ta lại tạo nên đó.
壬頓首拜謝。	Nhậm cúi đầu lạy tạ.
壬因引其黨潘輝益、阮世瓑、阮衙、阮伯瀾、阮瑜、陳伯覽、武輝瑨、段阮俊，陸續謁見。	Nhậm nhân dẫn: nh là Phan, nhì là Ích, Nguyễn Thế Nhân, Nguyễn Nha, Nguyễn Bá Lan, Nguyễn Du, Trần Bá Lãm, Vũ Huy Tân, Đoàn Nguyễn Tuấn lục tục đến yết kiến.
拜益侍中御史、瓑協辦大學士，餘各授以官。	Huệ cho ích làm Thị trung ngự sử, Lịch làm Hiệp biện đại học sĩ; còn các người khác đều cho làm quan cả.
鄭國師阮俒、平章潘黎藩，皆以老乞休致行。參從裴璧托病不肯拜。僉都御史阮輝濯飲藥自盡。	Quốc sư của họ Trịnh là Nguyễn Hoãn, Bình chương Phan Lê Phiên đều lấy cớ là già xin hưu trí; Hành tham tụng là Bùi Bích cáo ốm không chịu làm quan; Thiêm đô ngự sử là Nguyễn Huy Trạc uống thuốc độc chết.
黎諸臣或逃避山藪，或遁跡民家。吳壬敎惠皆逼致之。	Các bề tôi nhà Lê hoặc người trốn tránh nơi núi rừng, hoặc người lẩn ở nhà dân, Ngô Nhậm xui Huệ đều bức bách mời đến.
寧遜初逃匿不肯出，捉其弟鄉貢某，曳出斬之，以懼遜。後始出，亦官之。不久以病歸。	Ninh Tốn lúc trước trốn tránh không chịu ra, Huệ bắt em là Hương Công lôi ra chém đi để cho Tốn sợ, sau Ninh Tốn mới ra, cũng cho làm quan, không được bao lâu vì có bệnh xin về.
〉乃畱內侯潘文璘、掌府阮文用、都督阮文雪、戶部陳順言、學士吳壬，從文楚守昇龍，置酒大會，語之曰：「楚、璘，吾之爪牙，用、言，吾之心腹，壬，吾之新臣也。	Bèn lưu Nội hầu là Phan Văn Bân, Chưởng phủ là Nguyễn Văn Dụng, Đô đốc là Nguyễn Văn Tuyết, Hộ bộ là Trần Thuận Ngôn, Học sĩ Ngô Nhậm theo Văn Sở giữ thành Thăng Long, đặt tiệc rượu đại hội.
今以全轄十一鎭軍國庶務委之，聽其便宜行事。須會同商議，勿以新舊間隔，是吾所望也。」	Huệ bảo mọi người rằng: Sở và Lân là nanh vuốt của ta, nay đem các việc quân quốc trong cả nước trấn giao cho các ngươi được tuỳ tiện làm việc, nên hội đồng bàn bạc với nhau chớ lấy người mới người cũ mà xem cách nhau, đó là điều ta mong muốn vậy.
又曰：「黎昭統，本吾所立，爲人暗弱，自取敗亡。	Lại nói rằng: Lê Chiêu Thống vốn ta lập lên, là người tối tăm hèn nhát, tự chuốc lấy bại vong.
今以崇讓公監國，恐將來昭統反回，與之相爭。是我階之爲亂，故不得不畱司馬楚輔之。俟四郊略定，當即召還。我寔不以北河爲利也。」於是復引回。	Nay đem Sùng Nhượng công coi việc nước, sợ sau này Chiêu Thống trở về cùng nhau tranh giành, thành ra tự ta gây nên mối loạn, cho nên không thể không lưu Tư mã Sở ở lại để giúp được, đợi khi bốn cõi đã dẹp yên, sẽ lập tức triệu về.
〈初，昇隆失守，昭統帝遣侍臣黎與尊室數十人，扈國母阮氏及宮眷如高平，依督鎭阮公宿，通書龍憑營，求兩廣總督孫士毅提兵赴援。	Trước đây, thành Thăng Long thất thủ, Chiêu Thống đế sai bề tôi hầu cận là Lê Quýnh cùng vài mươi người họ Tôn Thất theo quốc mẫu họ Nguyễn và cung quyến đến Cao Bằng, nương tựa Đốc trấn là Nguyễn Công Túc rồi đưa thư chỉ doanh cho Long Bằng yêu cầu Tổng đốc Lưỡng Quảng là Tôn Sĩ Nghị mang binh đến cứu viện.
巡撫孫永清曰：「關邊大事，利害不細，請熟籌之。」	Tuần phủ là Tôn Vĩnh Thanh nói Sinh việc ở biên giới là việc lớn, lợi hại không nhỏ, xin nên tính kỹ đã.
毅曰：「貢臣之難，不可不救。	Nghị nói rằng: Nạn của một nước hàng năm vẫn đưa lễ cống, không thể không cứu được.
若以傖荒賜隔，則九夷八蠻之臣事中國者將安頓乎。」	Nếu cho là dân mọi rợ xa xôi mà coi cách biệt, thì những nước ở cửu di bát man tôn thờ Trung Quốc sẽ nhờ vào đâu?
乃召黎等問狀。等言：「黎氏有國三百餘年，以恩惠結民心，以禮義培士氣。故雖叛逆僭于而戴舊之，人心猶昨。	Bèn triệu bọn Lê Quýnh đến hỏi sự thể, bọn Quýnh nói: Họ Lê có nước hơn 300 năm, lấy ân huệ mà cố kết lòng dân, lấy lễ nghĩa mà bồi dưỡng sĩ khí, cho nên tuy có kẻ phản nghịch tiếm thiết, mà lòng người tôn phụng họ Lê vẫn như trước.
只以鄭氏脅制，人情憤惋。西山乘釁，以扶黎滅鄭爲名，故國人遂不之拒。不意彼既得志，愈肆猖獗，竊據國城，致嗣君播遷于外。由是耰耡棘矜，處處竝起，咸稱黎氏，不謀同辭。如蒙上國垂字小之仁，偏師壓境，爲之聲援，國人聞之，孰不興起誓志復讐，想亦不至甚費天朝兵力也。」	Chỉ vì họ Trịnh hiếp chế, lòng người tức giận, Tây Sơn nhân đấy lấy danh tiếng là phù Lê diệt Trịnh, cho nên người nước không ai chống cự lại, không ngờ Tây Sơn đã đắc chí, càng ngông ngược thân chiếm cả kinh đô của nước, đến nỗi Tự quân (vua nối ngôi) phải bỏ chạy ra ngoài, bởi thế người mang bừa, kẻ giáo mác, chỗ này chỗ khác cũng nổi lên, đều xưng là họ Lê, không mưu với nhau mà cùng nói một lời, nếu nhờ được thượng quốc rủ lòng nhân yêu nước nhỏ, đem một toán quân đến tận cõi đất để cứu viện, người trong nước nghe thấy, ai là không phấn khởi, thề quyết chí phục thù, tưởng cũng không đến nỗi phí binh lực của thiên triều lắm.
毅即派左江兵備道湯雄業，護黎國母及宮眷至南寧城安頓。遂上表，略言：「黎氏貢臣，該嗣孫例應承襲。不幸該國破滅，該母妻款關哀訴，情寔可憐。」	Nghị tức thì phái Binh bị đạo Tả giang Thang Hùng Nghiệp hộ quốc mẫu và cung quyến họ Lê đến yên nghỉ ở thành Nam Ninh, rồi dâng biểu đại lược nói: Tự tôn của cống thần họ Lê, lệ đáng được nối ngôi, chẳng may nước ấy bị phá diệt, mẹ và vợ Tự tôn ấy đến gõ cửa quan kêu xin tình thực đáng thương.
清高尊覽奏，語內閣大學士和珅曰：「安南黎維祁，雖未受封，然是應繼之人。茲尚在國中，自國興復，國人尚懷戴舊，亦有可了之理。	Cao Tông nước Thanh xem tờ tâu bảo Nội các đại học sĩ là Hòa Thân rằng: Lê Duy Kỳ nước An-nam tuy chưa được phong, nhưng là người đáng được nối ngôi, nay còn ở trong nước, mưu tính lấy lại nước, người trong nước còn có lòng tôn sùng nhớ tiếc nước cũ, cũng có thể làm xong việc được.
阮惠恃彊奪國，法所不容。已派廣西兵以備調遣。若仍前猖獗，即率大兵四面會勦，明正其罪。	Nguyễn Huệ cậy mạnh cướp nước, phép không dung thứ được, đã phái quân Quảng Tây đi để điều khiển, nếu vẫn còn ngông ngược như trước thì lập tức đem đại binh bốn mặt hội lại đánh, kể rõ để trị.
著傳諭士毅先行，檄送安南，俾咸知之。」	Vậy truyền dụ cho Sĩ Nghị trước hết làm tờ hịch đưa cho nước An Nam để mọi người đều biết cả.
毅續奏：「安南，中國故地。若復黎之後，因以兵戍之，是存黎而得安南，尤爲兩得。」	Nghị tức thì tâu nói: An Nam là đất cũ của Trung Quốc, nếu sau khi lấy lại được nước cho con cháu họ Lê rồi thìế đem quân đến đóng thủ, thế là làm được cho nhà Lê còn, mà được nước An Nam, cùng là hai bên được cả.
撫臣孫永清抗疏言：「方今黎阮相爭，黎必爲阮所併。莫若按兵不動，然後乘其弊而取之，未爲晚也。」	thần là Tôn Vĩnh Thanh dâng sớ kháng cự nói: Đương nay họ Lê họ Nguyễn tranh nhau, họ Lê tất bị họ Nguyễn kiêm tính, không gì bằng đóng quân lại không hành động, rồi sau nhân lúc hai bên đều mỏi mệt để đánh lấy,cũng chưa muộn gì.
清帝竟從毅請。	Sau vua nước Thanh theo lời Nghị xin.
永清以與毅不合，稱病不行。毅獨奉詔，率兩廣、雲貴兩路兵二十萬，分爲二道，一從諒山來，毅率之。一從宣光來，貴州總兵率之，竝聽毅節制。	Vĩnh Thanh cho là không hợp với Nghị, cáo ốm không đi, một mình Nghị vâng chiếu chỉ đem quân Lưỡng Quảng và 2 bộ Vân, Quý 20 vạn quân chia làm 2 đạo, một đạo theo đường Lạng Sơn tiến sang thì Nghị đốc suất, một đạo theo đường Tuyên Quang tiến sang thì Tổng binh Quý Châu đốc suất, đều tuân theo Nghị tiết chế.
先遣阮輝宿回尋昭統帝所在。	Trước hết sai Nguyễn Huy Túc về tìm chỗ Chiêu Thống đế ở.
先是，昭統帝在保祿山中，崎嶇谿崗，潛往海陽、山南，糾合義旅，爲文楚破於梧桐。復駕海入清葩，微服回京北之鳳眼，密使親臣陳名案、黎維亶間道如清請援。	Trước đây, Chiêu Thống đế ở trong núi Bảo Lộc, khe động gập ghềnh lẻn đến Hải Dương, Sơn Nam thu hợp quân ứng nghĩa bị Văn Sở đánh phá ở Ngô Đông, lại vượt biển vào Thanh Hoá, mặc áo thường nhân lẻn về huyện Phượng Nhân ở Kinh Bắc, mật sai bề tôi thân tín là Trần Danh Án, Lê Duy Đàn đi đường tắt sang nước Thanh xin viện trợ.
至太平間，清已出師，乃還。	Khi đi đến phủ Thái Bình nghe tin nước Thanh đã đem quân qua, bèn trở về.
士毅已抵關，騰書告諭：有能生獲岳、惠的，身解納者爲首功。西將阮文艷、潘啓德守諒山，見檄文惶恐，一日之間，土兵逃去太半。	Sĩ Nghị đã đến cửa quan, đưa thư dụ bảo: Ai có thể bắt sống được đích thân Nhạc và Huệ giải nộp, là được công đầu, tướng của Tây Sơn là Nguyễn Văn Diệm, Phan Khải Đức giữ Lạng Sơn, thấy hịch văn sợ hãi, trong một ngày lính thổ trốn đi quá nửa.
啓德先詣關上降，文艷自度孤軍不支，斂眾夜遁。〉。	Khải Đức đến cửa quan đầu hàng trước. Văn Diệm tự liệu quân mình không chống nổi quân nhiều, bèn trốn đi đêm.
及昭統乞師，清孫士毅驅兵臨境，吳文楚初聞報，使文臣阮衙等齎崇讓公維及臣民稟文三道，詣軍次，求緩師。	Kịp khi Chiêu Thống đế xin quân, Tôn Sĩ Nghị nước Thanh đem quân tới cõi, Ngô Văn Sở mới nghe tin báo, sai bọn văn thần là Nguyễn Nha mang ba đạo bẩm văn của Sùng Nhượng công Duy Cận và của thần dân đến quân thứ yêu cầu hoãn quân.
士毅卻之。	Sĩ Nghị khước đi.
楚乃會諸將商議戰守。	Sở bèn hội các tướng bàn việc đánh giữ.
吳壬議退保三疊山，水陸相通，據險以守，遣人馳書告急。	Ngô Nhậm bàn lui giữ núi Tam Điệp, đường thuỷ đường bộ thông nhau, chiếm cứ nơi hiểm để giữ, sai người mang thư đi ngay để cáp.
楚乃密傳京北太諒諸鎭，聲言會築月德江土壘，而潛收軍以歸，移咨海陽、山西諸鎭守，刻日會北城、山南鎭，整飭船艘，候水軍至竝發。	Sở mới mật truyền các trấn Thái, Lạng ở Kinh Bắc nói phao lên là hội đắp luỹ đất ở sông Nguyệt Đức, rồi ngầm thu quân kéo về. Tư cho các Trấn thủ Hải Dương, Sơn Tây hẹn ngày với trấn Sơn Nam Bắc thành sắm sửa các thuyền đợi thuỷ quân đến tiến đi.
〈辰分派已定，忽報清師已入關。楚謀引退。	Khi ấy, việc phân phái đã định, vụt có tin báo rằng quân nước Thanh đã vào cửa quan, Sở định dẫn quân lui.
璘曰：「兵不以眾，國不以大。今握兵居外，敵來不戰，但被虛聲𠺱喝，遽爾退縮，何以將爲。」	Lân nói Quân không cứ gì nhiều, nước không cứ gì là lớn, nay cầm quân ở ngoài, giặc đến không đánh mà vội rút ngay, thì cần người tướng làm gì.
遂驅兵北渡，夜至月德江南岸。聞清師已次三曾山，璘督將士育寒亂渡，多溺死。及岸者，又爲清邏卒所殲。璘急揮軍退，單騎走回。楚大驚，秘其敗，令駐軍肅隊而行，至三層山分屯固守，急使阮文雪，一作丁公雪，馳回告急。	Bèn dẫn quân qua sông sang bên Bắc, đêm đến bờ bên Nam sông Nguyệt Đức, Lân đốc tướng sĩ xông pha trời rét, sang ngang qua sông nhiều người bị chết đuối, người nào vào tới bờ lại bị quân Thanh giết chết, Lân kíp vẫy quân lui, một mình cưỡi ngựa chạy về, Sở không biết tin thua, ra lệnh cho các quân nghiêm chỉnh đội ngũ mà đi, đến núi Tam Điệp chia đóng đồn cố giữ, kíp sai Nguyễn Văn Tuyết (có chỗ chép là Đinh Công Tuyết) về cáo cấp.
