第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
愿助兄一臂之力，共诛国贼。”	Ta xin giúp anh một tay để giết thằng quốc tặc.
承曰：“兄有此心，国之大幸！”	Thừa nói: - Anh có bụng ấy, thực là may lớn cho nhà nước!
子服曰：“当于密室同立义状，各舍三族，以报汉君。”	Tử Phục cầm tay Đổng Thừa, dắt vào nhà trong mà nói rằng: - Nên vào mật thất, để cùng lập nghĩa trạng, liều bỏ ba họ để báo ơn vua.
承大喜，取白绢一幅，先书名画字。 子服亦即书名画字。	Thừa mừng lắm, lấy ngay một bức lụa trắng, trước ký tên mình vào, rồi Tử Phục cũng ký tên.
书毕，子服曰：“将军吴子兰，与吾至厚，可与同谋。”	Ký xong, Tử Phục nói: - Tôi có người bạn thân là tướng quân Ngô Tử Lan, nên để cho ông ấy cùng bàn mưu với ta.
承曰：“满朝大臣，惟有长水校尉种辑、议郎吴硕是吾心腹，必能与我同事。”	- Thừa nói: Trong cả đám đại thần chỉ có tràng thủy hiệu úy Chủng Tập và nghị lang Ngô Thạc là tâm phúc với tôi. Hai người ấy tất cũng cùng bàn mưu với ta được.
正商议间，家僮入报种辑、吴硕来探。	Đang bàn chuyện, người nhà vào báo có Chủng Tập và Ngô Thạc đến chơi.
承曰：“此天助我也！”	Thừa nói: - Thực là trời giúp ta đó!
教子服暂避于屏后。 承接二人入书院坐定，茶毕，辑曰：“许田射猎之事，君亦怀恨乎？”	Thừa bảo Tử Phục hãy núp vào sau bình phong, mời hai người vào thư viện, ngồi chơi uống nước. Uống nước rồi, Chủng Tập hỏi Đổng Thừa rằng: - Việc đi săn ở Hứa Điền, ông có tức không?
承曰：“虽怀恨，无可奈何。”	Thừa nói: - Tức thì tức, nhưng làm gì được?
硕曰：“吾誓杀此贼，恨无助我者耳！”	Thạc nói: - Ta muốn giết nó đi, nhưng giận rằng chẳng có ai giúp đỡ.
辑曰：“为国除害，虽死无怨！”	Tập lại nói: - Trừ hại cho nước, dù có chết cũng không tiếc gì thân.
王子服从屏后出曰：“汝二人欲杀曹丞相！ 我当出首，董国舅便是证见。”	Bấy giờ Vương Tử Phục núp ở sau bình phong mới chạy ra nói rằng: - Các ngươi muốn giết Tào Công, ta phải ra thú, hiện có Đổng quốc cữu làm chứng.
种辑怒曰：“忠臣不怕死！	Chủng Tập nổi giận nói rằng: - Chúng ta là trung thần có sợ gì chết!
吾等死作汉鬼，强似你阿附国贼！”	Chúng ta chết làm ma nhà Hán, còn hơn nhà ngươi sống mà a dua với đứa phản tặc.
承笑曰：“吾等正为此事，欲见二公。 王侍郎之言乃戏耳。”	Đổng Thừa cười nói rằng: - Chúng tôi cũng vì việc ấy mà muốn tiếp hai ông ở đây để bàn, Vương Thị Lang nói đùa đó.
便于袖中取出诏来与二人看。	Nói rồi móc ống tay áo, lấy tờ mật chiếu ra đưa cho hai người xem.
二人读诏，挥泪不止。	Hai người đọc chiếu, nước mắt tuôn ra hai hàng.
承遂请书名。	Thừa mời hai người ký tên.
子服曰：“二公在此少待，吾去请吴子兰来。”	Tử Phục nói: - Xin ba ông hãy ở đây, để tôi đi mời Ngô Tử Lan nữa.
子服去不多时，即同子兰至，与众相见，亦书名毕。	Tử Phục đi được một hồi, rồi cùng với Tử Lan đến. Mọi người chào nhau, cùng ký tên cả.
承邀于后堂会饮。	Thừa mời vào nhà trong uống rượu.
忽报西凉太守马腾相探。 承曰：“只推我病，不能接见。”	Chợt có quân vào báo rằng: - Có thái thú Tây Lương là Mã Đằng đến thăm. Thừa bảo đầy tớ ra nói dối rằng Thừa mệt không ra tiếp kiến được.
门吏回报。 腾大怒曰：“我夜来在东华门外，亲见他锦袍玉带而出，何故推病耶！	Lính canh cửa ra bảo thế, Mã Đằng giận nói rằng: - Tối hôm qua ở ngoài cửa Đông Hoa, trông thấy mặc áo gấm đeo đai đi ra, nay cớ sao lại nói dối rằng ốm?
吾非无事而来，奈何拒我！”	Ta không phải vô cớ đến đây, sao lại từ chối ta?
门吏入报，备言腾怒。 承起曰：“诸公少待，暂容承出。”	Lính canh vào lại kể rõ Mã Đằng giận và nói những gì, Thừa mới đứng dậy nói rằng: - Xin các ông ngồi chờ tôi đây, để tôi ra một lát thôi.
随即出厅延接。	Rồi Thừa ra mời Mã Đằng vào công đường.
礼毕坐定，腾曰：“腾入觐将还，故来相辞，何见拒也？” 承曰：“贱躯暴疾，有失迎候，罪甚！”	Chào lễ xong, ngồi yên rồi. Đằng mới trách rằng: - Tôi vào chầu sắp trở về, cho nên lại đây để từ biệt, sao lại cáo bệnh không muốn tiếp? Thừa nói: - Vì mới bị đau cho nên không ra nghênh tiếp được, xin chịu tội với sứ quân.
腾曰：“面带春色，未见病容。”	Đằng nói: - Mặt phớn phở xuân sắc thế kia, bệnh ở đâu thế?
承无言可答。	Thừa không biết trả lời thế nào.
腾拂袖便起，嗟叹下阶曰：“皆非救国之人也！”	Đằng vung tay áo đứng dậy, than thở bước xuống thềm nói rằng: - Lũ này không phải là những kẻ cứu nước!
承感其言，挽留之，问曰：“公谓何人非救国之人？”	Thừa thấy nói thế, cố giữ lại hỏi rằng: - Ông bảo ai không phải là người cứu nước?
腾曰：“许田射猎之事，吾尚气满胸膛；公乃国之至戚，犹自殆于酒色，而不思讨贼，安得为皇家救难扶灾之人乎！”	Đằng nói: - Việc đi săn ở Hứa Điền ta còn tức đầy ruột, ông là chí thích của nhà nước, cứ mê mải về tửu sắc chẳng lo gì đến việc giết giặc, sao được gọi là người phù tai cứu nạn của nhà vua?
承恐其诈，佯惊曰：“曹丞相乃国之大臣，朝廷所倚赖，公何出此言？”	Thừa còn sợ Đằng đánh lừa, giả cách giật mình nói rằng: - Tào thừa tướng là đại thần nhà nước, triều đình trông cậy vào cả, sao ông dám nói thế?
腾大怒曰：“汝尚以曹贼为好人耶？”	Đằng hầm hầm mặt lại mắng rằng: - Ngươi còn cho thằng giặc Tào là người tốt à!
承曰：“耳目甚近，请公低声。”	Thừa xua tay nói: - Ở đây tai vách mạch rừng, xin ông nói khẽ chứ!
腾曰：“贪生怕死之徒，不足以论大事！”	Đằng lại mắng rằng: - Đối với đồ ham sống sợ chết không thể cùng bàn việc lớn!
说罢又欲起身。	Nói xong đứng dậy toan về.
承知腾忠义，乃曰：“公且息怒。 某请公看一物。”	Thừa biết Mã Đằng là người trung nghĩa, mới nói rằng: - Ông hãy nguôi cơn giận, xin xem cái này!
遂邀腾入书院，取诏示之。	Liền mời Mã Đằng vào thư phòng, lấy tờ chiếu cho xem.
腾读毕，毛发倒竖，咬齿嚼唇，满口流血，谓承曰：“公若有举动，吾即统西凉兵为外应。”	Đằng đọc xong, tóc lông dựng ngược cả lên, nghiến răng rít lưỡi, máu chảy đầy mồm, bảo Thừa rằng: - Hễ ông khởi sự, tôi xin đem cả quân Tây Lương đến làm ngoại ứng.
承请腾与诸公相见，取出义状，教腾书名。	
腾乃取酒歃血为盟曰：“吾等誓死不负所约！” 指坐上五人言曰：“若得十人，大事谐矣。”	Đoạn Mã Đằng trỏ vào năm người ngồi trên nói rằng: - Giá ta được mười người cùng như thế này cả thì việc tất phải xong.
承曰：“忠义之士，不可多得。 若所与非人，则反相害矣。”	Thừa nói: - Người trung nghĩa không thể có nhiều, nếu cộng sự với những người không ra gì thì lại làm hỏng việc.
腾教取《鸳行鹭序簿》来检看。	Mã Đằng mượn sổ tên các quan trong triều xem một lượt, từng tên một, để tính xem đồng mưu ước được bao nhiêu người.
检到刘氏宗族，乃拍手言曰：“何不共此人商议？”	Xem đến chỗ tôn tộc họ Lưu, Đằng vỗ tay lên hỏi rằng: - Sao không bàn với người này?
众皆问何人。	Mọi người hỏi: - Người nào vậy?
马腾不慌不忙，说出那人来。	Mã Đằng thong thả nói tên người ấy ra.
正是：本因国舅承明诏，又见宗潢佐汉朝。	Thế thực là: Vốn là quốc cữu vâng lời chiếu Lại gặp tôn thần giúp việc vua.
毕竟马腾之言如何，且听下文分解。	Chưa biết Mã Đằng nói ai, xem đến hồi sau sẽ rõ.
第二十一回曹操煮酒论英雄关公赚城斩车胄	HỒI 21 Tào Tháo uống rượu luận anh hùng; Quan Công lừa mưu giết Xa Trụ
却说董承等问马腾曰：“公欲用何人？”	Thứa vội hỏi Mã Đằng: - Ông muốn rủ ai?
马腾曰：“见有豫州牧刘玄德在此，何不求之？”	Đằng nói: - Hiện bây giờ có Dự Châu mục là Lưu Huyền Đức ở đây sao không tìm đến?
承曰：“此人虽系皇叔，今正依附曹操，安肯行此事耶？”	Thừa nói: - Người ấy tuy là chú vua, nhưng cũng nương dựa vào Tào Tháo, sao chịu làm việc này?
腾曰：“吾观前日围场之中，曹操迎受众贺之时，云长在玄德背后，挺刀欲杀操，玄德以目视之而止。	Đằng nói: - Tôi xem trong cuộc đi săn hôm trước, khi Tào Tháo đứng trước mặt vua nhận lời chúc mừng của các quan, Vân Trường đứng sau Huyền Đức vác đao toan giết Tháo, nhưng Huyền Đức đưa mắt, lại thôi.
玄德非不欲图操，恨操牙爪多，恐力不及耳。	Huyền Đức không phải là không muốn giết Tào Tháo, vị sợ nanh vuốt của Tháo nhiều, sức mình không làm nổi đấy thôi.
公试求之，当必应允。”	Ông thử đến xem, người ấy tất đồng tâm với ta.
吴硕曰：“此事不宜太速，当从容商议。”	Ngô Thạc nói: - Việc ấy không nên hấp tấp, xin hãy để bàn bạc cho chín đã.
众皆散去。	Năm người đều về nhà.
次日黑夜里，董承怀诏，径往玄德公馆中来。	Đêm khuya hôm sau Đổng Thừa mang tờ chiếu đến nhà Huyền Đức.
门吏入报，玄德迎出，请入小阁坐定。	Lính canh vào báo, Huyền Đức ra đón mời vào trong gác ngồi chơi.
关、张侍立于侧。	Quan, Trương đứng hầu bên cạnh.
玄德曰：“国舅夤夜至此，必有事故。”	Huyền Đức hỏi: - Canh khuya, quốc cữu đến đây tất có việc gì gấp?
承曰：“白日乘马相访，恐操见疑，故黑夜相见。”	Thừa nói: - Ban ngày cưỡi ngựa đến chơi, sợ Tào Tháo ngờ cho nên đêm khuya mới đến.
玄德命取酒相待。 承曰：“前日围场之中，云长欲杀曹操，将军动目摆头而退之，何也？”	Huyền Đức lấy rượu khoản đãi, Thừa nói: - Bữa nọ trong cuộc đi săn, Vân Trường muốn giết Tào Tháo, tướng quân lại đưa mắt lắc đầu để ngăn đi, là ý làm sao?
玄德失惊曰：“公何以知之？”	Huyền Đức thất kinh nói: - Sao ông biết?
承曰：“人皆不见，某独见之。”	Thừa nói: - Người ta không ai trông thấy, chỉ có tôi biết mà thôi.
玄德不能隐讳，遂曰：“舍弟见操僭越，故不觉发怒耳。”	Huyền Đức không thể giấu được nữa mới nói thực rằng: - Em tôi thấy Tháo lấn quyền vua cho nên tức giận đó.
承掩面而哭曰：“朝廷臣子，若尽如云长，何忧不太平哉！”	Thừa che mặt khóc nói rằng: - Giá thử tôi con triều đình, ai cũng được như Vân Trường, thì lo gì thiên hạ chẳng được thái bình?
玄德恐是曹操使他来试探，乃佯言曰：“曹丞相治国，为何忧不太平？”	Huyền Đức sợ là Tào Tháo sai đến dò la, bèn nói giả cách rằng: - Tào thừa tướng sửa sang việc nước lo gì không thái bình?
承变色而起曰：“公乃汉朝皇叔，故剖肝沥胆以相告，公何诈也？”	Thừa tái mặt đứng dậy nói rằng: - Ông là hoàng thúc nhà Hán, cho nên ta vạch gan moi ruột để nói chuyện với ông, sao ông còn nói dối?
玄德曰：“恐国舅有诈，故相试耳。”	Huyền Đức nói: - Tôi sợ quốc cữu không thực bụng, nên phải thử.
于是董承取衣带诏令观之，玄德不胜悲愤。	Đổng Thừa đưa ngay tờ chiếu ra cho Huyền Đức xem. Huyền Đức lấy làm xót xa căm tức.
又将义状出示，上止有六位：一，车骑将军董承；二，工部侍郎王子服；三，长水校尉种辑；四，议郎吴硕；五，昭信将军吴子兰；六，西凉太守马腾。	Thừa lại đưa xem tờ nghĩa trạng, có sáu người ký tên là: Đổng Thừa, Vương Tử Phục, Chủng Tập, Ngô Thạc, Ngô Tử Lan và Mã Đằng.
玄德曰：“公既奉诏讨贼，备敢不效犬马之劳。”	Huyền Đức nói: - Quốc cữu đã phụng chiếu đánh giặc, tôi dám đâu không cố sức khuyển mã.
承拜谢，便请书名。 玄德亦书“左将军刘备”，押了字，付承收讫。	Thừa lạy tạ mời ký tên, Huyền Đức ký "Tả tướng quân, Lưu Bị", rồi đưa lại Thừa nhận lấy.
承曰：“尚容再请三人，共聚十义，以图国贼，”玄德曰：“切宜缓缓施行，不可轻泄。”	Thừa nói: - Nên mời thêm ba người nữa, họp đủ mười người trung nghĩa để trừ quốc tặc. Huyền Đức nói: - Nên thong thả, chớ hấp tấp khinh thường để tiết lộ việc lớn.
共议到五更，相别去了。	Hai người cùng nhau luận bàn đến tận canh năm mới chia tay.
玄德也防曹操谋害，就下处后园种菜，亲自浇灌，以为韬晦之计。	Huyền Đức bấy giờ sợ Tào Tháo nghi mình mưu đồ gì, bèn làm một vườn rau ở sau nhà ngày ngày vun xới tưới tắm, để làm cách che mắt cho Tháo khỏi ngờ.
关、张二人曰：“兄不留心天下大事，而学小人之事，何也？”	Quan, Trương thấy vậy hỏi rằng: - Anh không lưu tâm đến việc lớn thiên hạ, học làm chi cái việc của kẻ tiểu nhân này?
玄德曰：“此非二弟所知也。”	Huyền Đức nói: - Hai em biết đâu ý anh!
二人乃不复言。	Hai người từ đó không dám nói gì nữa.
一日，关、张不在，玄德正在后园浇菜，许褚、张辽引数十人入园中曰：“丞相有命，请使君便行。”	Một hôm Quan Vũ, Trương Phi cùng đi chơi vắng, Huyền Đức đang lom khom tưới rau, bỗng thấy Hứa Chử và Trương Liêu dẫn vài chục người vào vườn, nói rằng: - Thừa tướng sai chúng tôi đến mời sứ quân đến ngay phủ.
玄德惊问曰：“有甚紧事？”	Huyền Đức giật mình, hỏi: - Việc gì khẩn cấp thế, hai ông?
