第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
洪曰：“天下可无洪，不可无公。”	Hồng nói: - Thiên hạ có thể không có tôi, nhưng không thể không có ông!
操曰：“吾若再生，汝之力也。”	Tháo nói: - Ta nếu lại được sống, thực là nhờ ngươi đó!
操上马，洪脱去衣甲，拖刀跟马而走。	Tháo lên ngựa. Hồng cởi áo giáp, cắp dao chạy theo sau.
约走至四更余，只见前面一条大河，阻住去路，后面喊声渐近。	Chạy đến độ canh tư, chẹn mất đường đi. Đằng sau nghe thấy tiếng reo hò đã đến nơi.
操曰：“命已至此，不得复活矣！”	Tháo nói: - Thôi! Mệnh ta đến thế này, sống sao được nữa!
洪急扶操下马，脱去袍铠，负操渡水。	Hồng kíp vực Tháo xuống ngựa, cởi áo bào ra, cõng Tháo lội qua sông.
才过彼岸，追兵已到，隔水放箭。 操带水而走。 比及天明，又走三十余里，土冈下少歇。	Vừa sang đến bờ sông bên kia, quân đuổi cũng vừa đến, tên bắn qua sông như mưa, Tháo cứ mặc cả quần áo ướt, lướt thướt mà chạy, chạy mãi đến mờ mờ sáng, được ba mươi dặm, đến một gò đất mới tạm ngồi nghỉ hơi một chốc.
忽然喊声起处，一彪人马赶来：却是徐荣从上流渡河来追。	Bỗng nghe có tiếng reo, một toán quân mã kéo lại, thì ra Từ Vinh cứ bên kia sông chạy theo lên mạn trên sang đò đuổi kịp.
操正慌急间，只见夏侯惇、夏侯渊引数十骑飞至，大喝：“徐荣无伤吾主！”	Trong khi Tháo đương hoảng hốt. Hạ Hầu Đôn, Hạ Hầu Uyên vừa đem vài mươi quân kỵ đến, quát to lên rằng: - Từ Vinh, chớ được hại chủ ta!
徐荣便奔夏侯惇，惇挺枪来迎。	Vinh xông đến đánh Hạ Hầu Đôn.
交马数合，惇刺徐荣于马下，杀散余兵。	Đôn vác giáo đâm Vinh ngã xuống ngựa, rồi đánh tan quân Vinh.
随后曹仁、李典、乐进各引兵寻到，见了曹操，忧喜交集；聚集残兵五百余人，同回河内。	Đằng sau, Tào Nhân, Lý Điển, Nhạc Tiến cũng dần dần tìm đến, ra mắt Tào Tháo, nửa lo nửa mừng. Tháo thu thập tàn quân, còn độ năm trăm, kéo về Hà Nội.
卓兵自往长安。	Tàn quân của Trác chạy về Trường An.
却说众诸侯分屯洛阳。	Đây nói ở Lạc Dương, các chư hầu chia quân đóng trại.
孙坚救灭宫中余火，屯兵城内，设帐于建章殿基上。 坚令军士扫除宫殿瓦砾。	Tôn Kiên dập tắt lửa trong cung, đóng quân trong thành, đặt trướng ngay trên nền đền Kiến Chương rồi sai quân quét dọn những gạch ngói ở các cung điện.
凡董卓所掘陵寝。 尽皆掩闭。	Phàm những lăng tẩm mà Đổng Trác đã khai quật lên, Kiên sai chôn cất lại cả.
于太庙基上，草创殿屋三间，请众诸侯立列圣神位，宰太牢祀之。	Lại cất ba gian điện, lợp cỏ ở trên nền nhà Thái Miếu, đặt linh vị các vua, giết trâu mổ bò, mời các chư hầu đến tế.
祭毕，皆散。	Tế xong rồi, các tướng ai về trại ấy.
坚归寨中，是夜星月交辉，乃按剑露坐，仰观天文。	Kiên về trại, đêm hôm ấy trăng sao vằng vặc, Kiên cầm thanh kiếm ra sân, ngẩng mặt lên xem thiên văn thấy trong tòa tử vi có khí trắng lờ mờ.
见紫微垣中白气漫漫，坚叹曰：“帝星不明，贼臣乱国，万民涂炭，京城一空！”	Kiên than rằng: - Đế tinh không được tỏ, cho nên tặc thần loạn nước, muôn dân phải lầm than, kinh thành không còn gì nữa.
言讫，不觉泪下。	Vừa nói vừa rỏ nước mắt khóc.
傍有军士指曰：“殿南有五色毫光起于井中，”坚唤军士点起火把，下井打捞。	Bên cạnh có tên lính trỏ tay bảo Kiên rằng: - Kia, ở phía nam điện này có hào quang năm sắc, từ dưới đáy giếng bốc lên. Kiên liền sai quân sĩ đốt đuốc xuống giếng tìm xem.
捞起一妇人尸首，虽然日久，其尸不烂：宫样装束，项下带一锦囊。 取开看时，内有朱红小匣，用金锁锁着。 启视之，乃一玉玺：方圆四寸，上镌五龙交纽；傍缺一角，以黄金镶之；上有篆文八字云：“受命于天，既寿永昌。” 坚得玺，乃问程普。	Một lát quân mò đem lên được một cái thây người đàn bà chết đã lâu ngày nhưng chưa nát; người này mặc theo lối của cung đình, dưới cổ có đeo một cái túi gấm; mở túi ra xem thấy có một cái hộp nhỏ son son, khóa vàng; mở ra thấy một cái ấn bằng ngọc, vuông bốn tấc, trên núm dấu chạm năm con rồng; bên cạnh có sứt một miếng phải lấy vàng bịt lại; mặt dấu khắc tám chữ triện: "Phụ mệnh vu thiên, ký thọ vĩnh xương", Kiên được ấn ngọc ấy, hỏi Trình Phổ.
普曰：“此传国玺也。	Phổ nói: - Đấy là ngọc tỳ truyền quốc.
此玉是昔日卞和于荆山之下，见凤凰栖于石上，载而进之楚文王。	Ngày xưa, Biện Hòa ở dưới núi Kinh Sơn trông thấy chim phượng hoàng đậu ở trên hòn đá, đem đá ấy về tiến vua Văn Vương nước Sở.
解之，果得玉。	Lúc phá đá ra trong có hòn ngọc.
秦二十六年，令良工琢为玺，李斯篆此八字于其上。	Đến đời nhà Tần, năm thứ hai mươi sáu (hai trăm hai mươi mốt trước công nguyên) vua Tần sai thợ ngọc giũa ra làm ấn quốc bảo. Tám chữ triện viết ở trên mặt ấn là chữ Lý Tư.
二十八年，始皇巡狩至洞庭湖。 风浪大作，舟将覆，急投玉玺于湖而止。	Năm thứ hai mươi tám Tần Thủy Hoàng đi tuần đến hồ Động Đình, gặp sóng to gió lớn, thuyền sắp đắm, vua vội vàng ném ngọc tỷ ấy xuống hồ mới không việc gì.
至三十六年，始皇巡狩至华阴，有人持玺遮道，与从者曰：‘持此还祖龙。’	Đến năm thứ ba mươi sáu, Thủy Hoàng đi tuần đến núi Hoa Âm, đương đi gặp một người tay cầm ngọc tỷ đứng đón đường, đưa cho quân hầu nói rằng: "Đem cái này về trả Tổ Long".
言讫不见，此玺复归于秦。	Nói xong rồi biến mất. Ấn ngọc ấy lại về nhà Tần.
明年，始皇崩。	Đến năm sau, Thủy Hoàng mất.
后来子婴将玉玺献与汉高祖。	Tử Anh đem ngọc tỷ dâng vua Cao Tổ nhà Hán.
后至王莽篡逆，孝元皇太后将玺打王寻、苏献，崩其一角，以金镶之。	Đến lúc Vương Mãng khởi loạn, Hoàng hậu, vua Hiếu Nguyên cầm ngọc ấy đánh Vương Tâm. Tô Hiến sứt mất một góc, phải lấy vàng bịt vào.
光武得此宝于宜阳，传位至今。	Vua Quang Vũ được ấn ngọc ấy ở Nghi Dương, truyền đến bây giờ.
近闻十常侍作乱，劫少帝出北邙，回宫失此宝。	Khi mười tên hoạn quan làm loạn, bức đem Thiếu Đế ra Bắc Mang, lúc về thấy mất ngọc tỷ.
今天授主公，必有登九五之分。	Nay tướng quân lại tìm được, tất là trời cho tướng quân đó. Điềm này là điềm báo tướng quân sẽ làm vua.
此处不可久留，宜速回江东，别图大事。”	Vậy tướng quân không nên ở lâu chốn này, mà nên về ngay Giang Đông để mưu toan việc lớn!
坚曰：“汝言正合吾意。	- Ngươi nói chính hợp ý ta.
明日便当托疾辞归。”	Ngày mai ta sẽ cáo bệnh về.
商议已定，密谕军士勿得泄漏。	Bàn định xong, Kiên truyền quân sĩ không được nói hở cho ai biết.
谁想数中一军，是袁绍乡人，欲假此为进身之计，连夜偷出营寨，来报袁绍。	Không ngờ trong đám quân sĩ có một người cùng làng với Viên Thiệu, biết việc đó, muốn nhân dịp tiến thân, ngay đêm hôm ấy lẻn sang báo với Viên Thiệu.
绍与之赏赐，暗留军中。	Thiệu thưởng cho người ấy rồi giữ lại ở trong quân.
次日，孙坚来辞袁绍曰：“坚抱小疾，欲归长沙，特来别公。”	Hôm sau Tôn Kiên sang trại Viên Thiệu để cáo từ, nói rằng: - Tôi hơi khó ở, xin phép về Trường Sa.
绍笑曰：“吾知公疾乃害传国玺耳。”	Thiệu cười nói rằng: - Tôi đã biết bệnh ông rồi. Bệnh ấy là bệnh ngọc tỷ!
坚失色曰：“此言何来？”	Kiên thất sắc, hỏi rằng: - Ai nói với ông thế?
绍曰：“今兴兵讨贼，为国除害。	Thiệu nói: - Nay chúng ta vì nước đánh giặc.
玉玺乃朝廷之宝，公既获得，当对众留于盟主处，候诛了董卓，复归朝廷。 今匿之而去，意欲何为？”	Ngọc tỷ là của báu triều đình. Ông bắt được, nên ở chỗ minh chủ, đợi khi nào giết được Đổng Trác, thì đem trả lại nhà vua, nay ông giấu ấn ấy mà bỏ đi, định làm gì?
坚曰：“玉玺何由在吾处？”	Kiên cứ chối: - Ngọc tỷ làm gì có ở tôi?
绍曰：“建章殿井中之物何在？”	Thiệu nói: - Cái gì bắt được ở dưới giếng đền Kiến Chương, bây giờ đâu?
坚曰：“吾本无之，何强相逼？”	Kiên nói: - Tôi không có của ấy. Cưỡng bức nhau làm gì thế?
绍曰：“作速取出，免自生祸。”	Thiệu nói: - Mau mau bỏ ra đây, kẻo vạ đến thân bây giờ?
坚指天为誓曰：“吾若果得此宝，私自藏匿，异日不得善终，死于刀箭之下！”	Kiên trỏ tay lên trời thề rằng: - Tôi được của ấy mà giấu đi, thì sẽ chết dưới mũi tên hòn đạn.
众诸侯曰：“文台如此说誓，想必无之。”	Các tướng đều nói rằng: - Văn Đài đã thề như thế, chắc là không bắt được ngọc tỷ.
绍唤军士出曰：“打捞之时，有此人否？”	Thiệu gọi người làm chứng ra, hỏi Tôn Kiên rằng: - Lúc mò được ngọc, có người này ở đấy không?
坚大怒，拔所佩之剑，要斩那军士。	Kiên giận lắm, rút ngay gươm ra, định chém người ấy.
绍亦拔剑曰：“汝斩军人，乃欺我也。”	Thiệu cũng rút gươm ra bảo rằng: - Hễ mày chém nó thì đúng là mày dối tao.
绍背后颜良、文丑皆拔剑出鞘。	Nhan Lương, Văn Sú đứng sau lưng Viên Thiệu, cũng rút gươm ra.
坚背后程普、黄盖、韩当亦掣刀在手。	Sau lưng Tôn Kiên, Trình Phổ, Hoàng Cái, Hàn Dương cũng cầm dao lăm lăm ở tay.
众诸侯一齐劝住。	Các tướng đều xúm lại can đôi bên.
坚随即上马，拔寨离洛阳而去。	Kiên lập tức trở ra, lên ngựa về phổ trại, bỏ Lạc Dương đi.
绍大怒，遂写书一封，差心腹人连夜往荆州，送与刺史刘表，教就路上截住夺之。	Thiệu giận lắm, liền viết một lá thư, sai người tâm phúc ngay đêm hôm ấy đem sang Linh Châu, đưa cho quan thứ sử là Lưu Biểu, sai Biểu chẹn đường Kiên, lấy lại ngọc tỷ.
次日，人报曹操追董卓，战于荥阳，大败而回。	Hôm sau có người báo rằng: - Tào Tháo đuổi Đổng Trác, đánh nhau ở Linh Dương thua to trở về.
绍令人接至寨中，会众置酒，与操解闷。	Thiệu bèn sai người đón Tháo vào trại, mở tiệc rượu cùng với Tháo giải phiền.
饮宴间，操叹曰：“吾始兴大义，为国除贼。	Trong khi uống rượu, Tào Tháo than rằng: - Ta trước kia khởi nghĩa lớn, cốt là muốn vì nước trừ hại.
诸公既仗义而来，操之初意，欲烦本初引河内之众，临孟津、酸枣；诸将固守成皋，据敖仓，塞轘辕、太谷，制其险要；公路率南阳之军，驻丹、析，入武关，以震三辅。	Các ông đã có bụng trượng nghĩa mà đến với tôi, ý tôi muốn phiền Bản Sơ đem quân Hà Nội sang đóng ở Mạch Tân; còn các quân Toan, Tào cứ giữ vững Thành Cao, giữ cửa ải Ngao Thương, ngăn Hoàn Viên, Đại Cốc, khống chế những nơi hiểm yếu. Còn Công Lộ đem quân Nam Dương sang đóng ở Đan Triết, tiến vào cửa Vũ Quan, để cho cái uy thế ở Tam Phu to lên.
皆深沟高垒，勿与战，益为疑兵，示天下形势。 以顺诛逆，可立定也。	Nơi nào cũng thành cao, hào sâu, không đánh nhau, chỉ giữ làm nghi binh, để cho thiên hạ trông rõ hình thế, cho ta là kẻ thuận đi trừ kẻ gian, thì việc lớn có thể định ngay được.
今迟疑不进，大失天下之望。 操窃耻之！”	Thế mà các ông dùng dằng mãi chẳng tiến quân, làm mất cả lòng mong đợi của thiên hạ, tôi lấy làm xấu hổ quá!
绍等无言可对。	Lũ Thiệu không ai nói câu gì.
既而席散，操见绍等各怀异心，料不能成事，自引军投扬州去了。	Một chốc tiệc tan. Tháo thấy lũ Thiệu mỗi người một bụng, nghĩ cũng không làm được việc lớn, bèn tự kéo quân về Dương Châu. Công Tôn Toản thấy tình cảnh thế, cũng chán.
公孙瓒谓玄德、关、张曰：“袁绍无能为也，久必有变。	Một bữa, Toản bảo với Lưu, Quan, Trương: - Tôi xem Viên Thiệu không làm nên được trò trống gì đâu. Ở lâu tất sinh biến.
吾等且归。”	Chi bằng chúng ta hãy về.
遂拔寨北行。	Bèn nhổ trại về phía bắc.
至平原，令玄德为平原相，自去守地养军。	Đi đến huyện Bình Nguyên, Toản sai Lưu Bị làm tướng ở đó, giữ lấy đất, nuôi lấy quân.
兖州太守刘岱，问东郡太守乔瑁借粮。	Thái thú Duyên Châu Lưu Đại, thiếu lương hỏi vay thái thú Đông Quận là Kiều Mạo.
瑁推辞不与，岱引军突入瑁营，杀死乔瑁，尽降其众。	Mạo không cho vay, Đại đem quân xông vào dinh Mạo, giết Mạo đi rồi thu phục quân sĩ và thu hết quân lương.
袁绍见众人各自分散，就领兵拔寨，离洛阳，投关东去了。	Viên Thiệu thấy chư hầu mỗi người đi một ngả, cũng rời Lạc Dương kéo quân về Quan Đông.
却说荆州刺史刘表，字景升，山阳高平人也，乃汉室宗亲；幼好结纳，与名士七人为友，时号“江夏八俊”。	Thứ sử kinh Châu là Lưu Biểu, bắt được thư của Viên Thiệu xin đem quân chẹn đường Tôn Kiên, liền sai ngay Khoái Việt và Sái Mạo dẫn một vạn quân ra đón đường đánh Kiên. Lưu Biểu, tên chữ là Cảnh Thăng, quê ở Cao Bình, đất Sơn Dương, cũng là tôn thân nhà Hán. Lúc còn nhỏ Biểu kết bạn với bảy danh sĩ, bấy giờ người ta gọi là "Giang hạ bát tuấn".
