趙紀.	Kỷ nhà triệu.
秋,七月,造景興,清闌二舟.	Mùa thu, tháng bảy, đóng hai chiếc thuyền cảnh hưng và thanh lan.
詔諸軍造戰艦,治兵甲,欲親征麻沙洞也.	Xuống chiếu cho các quân đóng thuyền chiến, sửa đồ binh giáp, vua muốn thân đi đánh động ma sa.
八月,甲申,帝御靈光殿觀競舟.	Tháng tám, ngày giáp thân, vua ngự điện linh quang xem đua thuyền.
設秋筵宴禮.	Đặt lễ yến tiệc mùa thu.
此後每歲八月競舟,設宴以爲常.	Từ đó về sau, hàng năm tháng tám đua thuyền thì đặt yến làm lệ thường.
冬,十月,閲武捷,羽林等六兵曹之,壮勇者,爲玉階,興聖,捧日,廣成,武都火頭,其下等爲玉階,興聖,捧日,廣城,武都,御龍兵.	, người nào mạnh khoẻ cho làm hoả đầu ở các đội quân ngọc giai, hưng thánh, bổng nhật, quảng thành, vũ đô, còn bậc dưới thì cho làm binh ở các quân ngọc giai, hưng thánh, bổng nhật, quảng thành, vũ đô, ngự long.
會天下軍人盟于龍墀.	Họp các quân nhân cả nước thề ở long trì.
詔曰:"朕膺一祖二宗之業,奄有蒼生,是四海兆姓之民,均如赤子,𦤶異域懷.	Xuống chiếu rằng: " trẫm nhận lấy cơ nghiệp của một tổ hai tông, đứng trên dân đen, coi triệu họ trong bốn biển đều như con đỏ, cả đến cõi xa cũng mến
仁而欵附,殊方慕義以來賔.	Lòng nhân mà quy phụ, phương khác cũng mộ nghĩa mà lại chầu.
且麻沙洞丁生於吾之境土,而麻沙洞長世作子之藩臣.	Vả xét dân động ma sa sống ở trong cõi của ta, động trưởng ma sa thì đời đời làm phiên thần của ta, thế mà nay kẻ tù trưởng ngu hèn ấy bỗng phụ ước của ông cha, quên việc tuế cống khiếm khuyết lệ thường phép cũ.
朕每思之事,非得已其以金日朕自将討之.	Trẫm vẫn nghĩ mãi, việc không đừng được, nay trẫm tự làm tướng đi đánh dẹp.
咨爾将師六軍,各盡汝心,咸聽朕命".	Nay các tướng suý sáu quân, các ngươi đều phải hết lòng, tuân theo mệnh lệnh của trẫm ".
乃頒噐械授将士,帝御景興舟,𭛁自千秋步,旌旗󰰿日,劎㦸攅霜,虎賁皷譟,士氣百倍.	Bèn ban khí giới cho tướng sĩ, vua ngự thuyền cảnh hưng, xuất phát từ bến thiên thu, cờ xí rợp trời, gươm giáo rẽ sương, quân sĩ đánh trống reo hò, khí thế trăm phần hăng hái.
是日黃龍見飛逐舟.	Ngày hôm ấy, rồng vàng hiện bay theo thuyền.
行次龍水峽,成慶侯献六眸龜,胷上有"王"字.	Đến bờ thác long thuỷ, thành khánh hầu dâng con rùa mắt có sáu con ngươi, trên ức có chữ " vương ".
帝自将擊麻沙洞破之,俘其洞長魏滂等數百人,獲金幣牛羊不.	Vua tự làm tướng đánh động ma sa, phá tan được, bắt được bọn động trưởng nguỵ bàng vài trăm người, lấy được vàng lụa trâu dê không
命偏将入沿邊諸洞招諭逃亡,使各㱕業.	Sai tỷ tướng vào các động dọc biên giới chiêu dụ những người trốn tránh bảo về yên nghiệp.
十二月,朔,㱕自麻沙洞,献魏滂于太廟.	Tháng mười hai, ngày mồng một, vua từ động ma sa về, dâng tù nguỵ bàng ở thái miếu.
大饗将士,頒四錢帛有差.	Khao thưởng tướng sĩ, ban tiền lụa theo thứ bậc khác nhau.
庚子,天符睿武元年,[宋宣和二年].	Canh tý, / thiên phù duệ vũ / năm thứ nhất, (tống tuyên hoà năm thứ hai).
春,正月,朔,群臣上表勸加上尊號,仍請改元.	Mùa xuân, tháng giêng, ngày mồng một, bề tôi đang biểu khuyên gia thêm tôn hiệu và xin đổi niên hiệu.
二月,設廣照燈會.	Tháng hai, mở hội đèn quảng chiếu.
三月,真臘國來貢.	Tháng ba, nước chân lạp sang cống.
夏,六月,漆作甲主都鄧安献白雀.	Mùa hạ, tháng sáu, chủ đô giáp tất tác là đặng an dâng chim sẻ trắng.
秋,九月,皇龍見.	Mùa thu, tháng chín, có rồng vàng hiện.
占城來貢.	Nước chiêm thành sang cống.
大熟.	Được mùa to.
冬,十月,築眾僊臺.	Mùa đông, tháng mười, đắp đài chúng tiên.
十二月,以内人書家潘景,牟俞都爲内常侍.	Tháng mười hai, cho nội nhân thư gia là phan cảnh và mâu du đô làm nội thường thị.
辛丑,二年[宋宣和三年].	Tân sửu, / thiên duệ vũ / năm thứ hai, (tống tuyên hoà năm thứ ba).
春,三月,僧王愛献檳榔一本七莖.	Mùa xuân, tháng ba, nhà sư vương ái dâng cây cau một gốc bảy thân.
太師陳度上言:"此物不足爲瑞".	Thái sư trần độ nói: " vật này không lấy gì làm điềm lành ".
設慶成寳天寺,重明殿會.	Mở hội khánh thành chùa bảo thiên và điện trùng minh.
夏五月,大水,溢大興門外.	Mùa hạ, tháng năm, nước to, tràn vào đến bên ngoài cửa đại hưng.
秋七月,紫草番人何午献白麞.	Mùa thu, tháng bảy, người phiên tử thảo là hà ngọ dâng con hoẵng trắng.
造廣教寺.	Làm chùa quảng giáo.
大蝗.	Có nhiều sâu cắn lúa.
冬十月,復以黎伯玉爲内常侍.	Mùa đông, tháng mười, lại lấy lê bá ngọc làm nội thường thị.
壬寅,三年[宋宣和四年].	Nhâm dần, / thiên phù duệ vũ / năm thứ ba, (tống tuyên hoà năm thứ bốn).
春,二月,僧楊須献白碧玉一玨雙玉.	Mùa xuân, tháng hai, nhà sư dương tu dâng một đôi ngọc bích trắng.
三月,戊寅設慶成隊山崇善延齡寳㙮會.	Tháng ba, ngày mậu dần, mở hội khánh thành bảo tháp sùng thiện diên linh ở đội sơn.
禁諸人不得以竹木杖及利噐相毆.	Cấm mọi người không được dùng gậy tre gỗ và đồ sắc nhọn đánh nhau.
夏,四月,以李奉等二十人爲獄吏,按民間詞訟.	Mùa hạ, tháng bốn cho bọn lý phụng hai mươi người làm ngục lại, xét việc kiện tụng của dân gian.
五月,交.	Tháng năm, người quảng giao
甲管范波司献白鹿.	Giáp là phạm ba tư dâng hươu trắng.
秋,八月,己亥,帝御靈光殿觀競州.	Mùa thu, tháng tám, ngày kỷ hợi, vua ngự điện linh quang xem đua thuyền.
初制銀纓引鹵簿.	Lấn đầu chế dải mũ bằng bạc sung vào đồ nghi vệ.
丁未,員外郎李元献檳榔珠一顆.	Ngày đinh mùi, viên ngoại lang là lý nguyên dâng một viên ngọc châu tân lang.
詔却之.	Xuống chiếu không nhận.
冬,十二月,遣員外郎丁慶安,袁士明遺馴象于宋.	Mùa đông, tháng mười hai, sai viên ngoại lang là đinh khánh an và viên sĩ minh đem voi nhà biếu nhà tống.
時袁士明有故不僊宫,賜其子崇爲奉信郎.	Bấy giờ viên sĩ minh vào có tang không được thăng quan, cho con trai là sủng làm phụng tin lang.
是歲,詔:諸收捕盗賊外亡而爲世家所奪者,世家與迯亡同罪.	Năm ấy, xuống chiếu rằng: những tên trộm cướp trốn tránh đã bắt được mà lại bị nhà thế gia chiếm đoạt thì nhà thế gia ấy cùng tội với người trốn.
收捕吏輙停留在家,不經官者扙八十.	Kẻ lại đi bắt trộm cướp, bắt được rồi mà giữ lại ở nhà mình, không dẩn đến quan, thì phạt đánh tám mươi trượng.
癸卯,四年[宋宣和五年].	Quý mão, / thiên phù duệ vũ / năm thứ bốn, (tống tuyên hoà năm thứ năm).
春,正月,二十五日,誕聖節.	Mùa xuân, tháng giêng, ngày hai mươi lăm, là tiết đản thánh, lần đầu làm nhà múa có bánh xe đẩy, sai cung nữ múa ở trên để dâng rượu.
二月,設春筵.	Tháng hai, mở lễ
宴禮于崇淵殿.	Yến tiệc mùa xuân ở điện sùng uyên.
壬寅帝幸龍水海捕象.	Ngày nhâm dần, vua ngự đến long thuỷ để bắt voi.
丁未設慶成奉慈寺會.	Ngày đinh mùi, mở hội khánh thành chùa phụng từ.
丙辰還京師.	Ngày bính thìn, vua về đến kinh sư.
三月,辛巳,設慶成僊逰廣孝寺會.	Tháng ba, ngày tân tỵ, mở hội khánh thành chùa quảng hiếu ở tiên du.
追進聖宗及上陽皇太后.	Truy dâng lễ cúng thánh tông và thượng dương hoàng thái hậu.
夏,四月,甲申,真臘國五人來附.	Mùa hạ, tháng bốn, ngày giáp thân, năm người nước chân lạp quy phụ.
禁宰牛.	Cấm giết trâu.
詔曰:"牛者稼穡之所重,利人不少.	Xuống chiếu rằng: " trâu là vật quan trọng cho việc cày cấy, làm lợi cho người không ít.
今後三家爲一保,不得殺而食之,違者寘之刑憲".	Từ nay về sau ba nhà làm một bảo, không được giết trâu ăn thịt, ai làm trái thì trị tội theo hình luật ".
秋七月,真臘國來貢.	Mùa thu, tháng bảy, nước chân lạp sang cống.
八月朔,帝御天安殿頒賜群臣秋夜.	Tháng tám, ngày mồng một, vua ngự điện thiên an, ban áo mùa thu cho các quan.
帝御彾光殿觀兢舟.	Vua ngự điện linh quang xem đua thuyền.
是夜,帝御崇淵殿設金盖宴禮.	Đêm ấy vua ngự điện sùng uyên, đặt lễ yến mừng chiếc lọng vàng.
冬十月,帝幸應豊行宫省歛.	Mùa đông, tháng mười, vua ngự đến hành cung ứng phong xem gặt lúa.
𢒎橋過波剌江.	Cầu vồng qua sông ba lạt.
十一月,還京師.	Tháng mười một, vua đến kinh sư.
儒,道,釋並献賀詩.	Các nhà nho, đạo, thích đều dâng thơ mừng.
築紫霄臺.	Xây đài tử tiêu.
是歲大熟.	Năm ấy được mùa to.
甲辰,五年[宋宣和六年].	Giáp thìn, / thiên phù duệ vũ / năm thứ năm, (tống tuyên hoà năm thứ sáu).
春,正月,姚索献白雀.	Mùa xuân, tháng giêng, diêu sách dâng chim sẻ trắng.
閏月,造祥光舟,其制两腹.	Tháng giêng nhuận, đóng thuyền tường quang, kiểu thuyền hai lòng.
帝幸應豊行宮省耕.	Vua ngự đến hành cung ở ứng phong xem cày ruộng.
帝御行宫,占城國人具翁及其從弟三人來朝.	Khi vua ngự ở hành cung, người nước chiêm thành là cụ ông và ba người em họ đến chầu.
二月,帝還京師.	Tháng hai, vua về kinh sư.
夏,四月,真臘國金丁阿傳及家僮四人來附.	Mùa hạ, tháng bốn, người nước chân lạp là kim đinh a truyền cùng bốn người gia đồng sang quy phụ.
廣原首領楊嗣興献白鹿.	Thủ lĩnh châu quảng nguyên là dương tự hưng dâng hươu trắng.
造護聖寺.	Dựng chùa hộ thánh.
五月,占城國人波司蒲陀羅等三十人來附.	Tháng năm, người nước chiêm thành là bọn ba tư bồ đà la ba mươi người sang quy phụ.
秋,七月,旱,祈雨.	Mùa thu, tháng bảy, hạn, làm lễ cầu mưa.
内作監甲主都蘇翁献六眸龜,胷上.	Chủ đô giáp nội tác giám là tô ông dâng con rùa mắt có sáu con ngươi, trên ức
有"善帝"二字.	Có hai chữ " thiện đế ".
九月,成慶侯[鈌名]卒.	Tháng chín, thành khánh hầu (không rõ tên) chết.
冬,十月,築鬱羅臺.	Mùa đông, tháng mười, đắp đài uất la.
十一月,玉階都李號献金䱓魚.	Tháng mười một, đô ngọc giai là lý hiệu dâng cá chiên vàng.
十二月,成慶侯夫人何是欽酖殉死.	Tháng mười hai, phu nhân của thành khánh hầu là hà thị uống thuốc độc chết theo chồng.
史臣吳士連曰:"婦人從一而終,非謂"殉"也.	Sử thần ngô sĩ liên nói: đàn bà chỉ theo một chồng mà chết thì không gọi là " tuẫn ".
何氏徑情直行至欽酖殉死,雖云過矣,然於人所難而易之亦難能也.	Hà thị theo tình mà đi thẳng, đến nỗi uống thuốc độc chết theo, tuy là quá, nhưng khó với người khác mà hà thị lấy làm dễ, việc ấy cũng là khó làm.
抑成慶侯至是水塟而殉之耶?	Hoặc giả thành khánh hầu đến lúc ấy mới chôn mà hà thị chết để chôn theo chăng?
復以内常侍黎伯玉爲禮部侍郎.	Lại cho nội thường thị là lê bá ngọc làm thị lang bộ lễ.
廣元州小首領莫賢及其部黨出亡宋邕州界貢洞.	Tiểu thủ lĩnh châu quảng nguyên là mạc hiền và phe đảng bộ thuộc trốn sang động cống ở địa giời ung châu nước tống.
乙巳,六年[宋宣和七年].	Ất tỵ, / thiên phù duệ vũ / năm thứ sáu, (tống tuyên hoà năm thứ bảy).
春,正月,以内常侍牟俞都爲中書丞.	Mùa xuân, tháng giêng, cho nội thường thị là mâu du đô làm trung thư thừa.
邕州執莫賢等請差人就江南交付.	Ung châu bắt bọn mạc hiền, xin sai người đến giang nam để giao trả.
帝遣守富良府中書李献徃江南領還京師.	Vua sai người giữ phủ phú lương là trung thư lý hiến đến giang nam nhận đem về kinh sư.
流莫賢于乂安州,妻子並沒官.	Đày mạc hiền vào châu nghệ an, vợ con đều sung làm quan nô.
紙作藩上献檳鋃珠,詔却之.	Phiên làm giấy dâng ngọc châu tân lang, vua truyền không nhận.
慶成崇陽殿,設宴三日夜.	Khánh thành điện sùng dương, mở yến tiệc ba ngày đêm.
夏四月,帝幸應豊行宫省耕.	Mùa hạ, tháng bốn, vua ngự đến hành cung ứng phong xem cày ruộng.
六月,帝自應豊行宫幸蓩仁行宫,入内常侍中丞牟俞都奉㫖宣示内外臣僚曰:黄龍見于行宫之秘殿,惟宫女,宦官見之.	Tháng sáu, vua từ hành cung ứng phong đến hành cung lý nhân, nhập nội thường thị trung thừa là mâu du đô vâng chỉ tuyên bảo các quan trong ngoài rằng có rồng vàng hiện ở điện kín của hành cung, chỉ có các cung nữ và hoạn quan trông thấy.
冬十月,帝御應豊行宫省歛.	Mùa đông, tháng mười, vua ngự đến hành cung ứng phong xem gặt.
十一月,遣入内禮部侍郎.	Tháng mười một, sai nhập nội lễ bộ thị lang
黎伯玉討廣原州儂瓊,莫七人等.	Lê bá ngọc đi đánh bọn nùng quỳnh và mạc thất nhân ở châu quảng nguyên.
将行,伯玉會軍盟于大興門,外宣軍令.	Khi sắp đi, bá ngọc họp quân thề ở ngoài cửa đại hưng, tuyên bố quân lệnh.
黄龍見于洞雲祈壽寳臺.	Rồng vàng lượn ở bảo đài kỳ thọ ở động vân.
詔凣敺人死者,杖一百,刺靣五十字,徒󰍁甲.	Xuống chiếu rằng phàm đánh chết người thì xử một trăm trượng, thích mặt năm mươi chữ, đồ làm khao giáp.
丙午,七年[宋欽宗恒,靖康元年].	Bính ngọ, / thiên phù duệ vũ / năm thứ bảy, (tống khâm tông hằng, tĩnh khang năm thứ nhất).
春正月,設廣照燈會七日夜.	Mùa xuân, tháng giêng, mở hội đèn quảng chiều bảy ngày đêm.
赦都護府罪人.	Tha người có tội ở phủ đô hộ.
禁百姓春不得伐木.	Cấm dân chúng mùa xuân không được chặt cây.
二月,朔,帝御天安殿觀王侯蹴毬.	Tháng hai, ngày mồng một, vua ngự điện thiên an, xem các vương hầu đá cầu.
三月,設慶賀五經禮于壽聖寺.	Tháng ba, làm lễ khánh hạ năm bộ kinh ở chùa thọ thánh.
复,五月,壬戌,設仁王會于龍墀.	Mùa hạ, tháng năm, ngày nhâm tuất, mở hội nhân vương ở long trì.
是日黃龍見于永光殿.	Ngày hôm ấy rồng vàng hiện ở điện vĩnh quang.
秋,七月,旱,自六月至是尤甚.	Mùa thu, tháng bảy, hạn, từ tháng sáu, đến đây càng dữ.
