第四十一回刘玄德携民渡江赵子龙单骑救主	HỒI 41 Lưu Huyền Đức đưa dân qua sông; Triệu Tử Long một ngựa cứu chúa.
骤雨飞蝗来战舰，孔明今日伏周郎。” 少顷，孔明入寨见周瑜。	Ngày sau có thơ rằng: Sương mù mờ mịt khắp Trường Giang Gần xa không rõ nước mênh mang Tên bắn như mưa thuyền không núng Khổng Minh tài trí vượt Chu Lang.
瑜下帐迎之，称羡曰：“先生神算，使人敬服。”	Một lát, Khổng Minh cũng vào gặp Chu Du. Du ra ngoài trại đón và khen rằng: - Mưu kế tiên sinh tài tình lắm, khiến người ta phải kính phục.
孔明曰：“诡谲小计，何足为奇。	Khổng Minh nói: - Đó chỉ là một chút mẹo vặt, có gì là lạ đâu?
瑜邀孔明入帐共饮。 瑜曰：“昨吾主遣使来催督进军，瑜未有奇计，愿先生教我。” 孔明曰：“亮乃碌碌庸才，安有妙计？”	Du mời khổng Minh vào trướng uống rượu, rồi hỏi rằng: - Hôm qua, chúa công tôi cho người đến thúc giục tiến quân, tôi chưa nghĩ được mẹo gì lạ, xin tiên sinh dạy cho.
瑜曰：“某昨观曹操水寨，极是严整有法，非等闲可攻。 思得一计，不知可否。	Khổng Minh thưa: - Tài tôi thường lắm, nghĩ sao được diệu kế? Du nói: - Hôm trước, tôi xem thủy trại của Tào Tháo cực kỳ nghiêm chỉnh, rất hợp binh pháp, không dễ phá được.
先生幸为我一决之。”	Tôi đã nghĩ ra một mẹo, chưa biết có dùng được hay không, xin tiên sinh quyết định giúp. Khổng Minh nói: - Đô đốc đừng nói vội, xin hãy cùng viết vào lòng bàn tay, xem có khớp nhau không đã.
孔明曰：“都督且休言。 各自写于手内，看同也不同。”	Du mừng lắm, sai đem nghiên bút ra, viết ngầm vào bàn tay một chữ, rồi đưa bút cho Khổng Minh. Khổng Minh cũng viết một chữ.
瑜大喜，教取笔砚来，先自暗写了，却送与孔明；孔明亦暗写了。	Hai người ngồi lại gần, xòe bàn tay ra, rồi cùng cười ầm cả lên.
两个移近坐榻，各出掌中之字，互相观看，皆大笑。 原来周瑜掌中字，乃一“火”字；孔明掌中，亦一“火”字。	Té ra trong tay Chu Du đề một chữ "Hỏa", trong tay Khổng Minh cũng một chữ "Hỏa". Chu Du nói: - Hai chúng ta đã hợp ý nhau, chắc không còn nghi ngờ gì nữa, xin đừng tiết lộ cho ai biết.
瑜曰：“既我两人所见相同，更无疑矣。 幸勿漏泄。”	Khổng Minh nói: - Việc là việc chung cả hai nhà, có lẽ đâu lại để lộ chuyện.
孔明曰：“两家公事，岂有漏泄之理。 吾料曹操虽两番经我这条计，然必不为备。 今都督尽行之可也。”	Tào Tháo đã hai phen mắc mẹo của tôi, nhưng chắc lần này hắn cũng không phòng bị. Đô đốc cố gắng lên thì thế nào cũng được.
饮罢分散，诸将皆不知其事。	Tan tiệc đâu về đấy, các tướng không ai biết câu chuyện ra sao.
却说曹操平白折了十五六万箭，心中气闷。 荀攸进计曰：“江东有周瑜、诸葛亮二人用计，急切难破。	Tào Tháo, từ khi mất mười lăm mười sáu vạn tên, trong lòng buồn tức lắm. Tuân Du hiến kế rằng: - Giang Đông có Chu Du, Gia Cát Lượng, hai người hợp mưu với nhau, khó lòng phá nổi. Ta hãy sai người đến Giang Đông trá hàng, làm tay trong, dò xét đầy đủ tình hình mới có thể phá được.
可差人去东吴诈降，为奸细内应，以通消息，方可图也。”	Tháo nói: - Ngươi nói chính hợp ý ta.
操曰：“此言正合吾意。	Vậy ngươi thử xem ai đi làm được việc ấy?
汝料军中谁可行此计？” 攸曰：“蔡瑁被诛，蔡氏宗族，皆在军中。	Tuân Du thưa: - Sái Mạo bị giết, em hắn là Sái Trung, Sái Hòa hiện đang làm phó tướng.
瑁之族弟蔡中、蔡和现为副将。	Thừa tướng nên ban ơn cho họ vui lòng gắn bó với ta, rồi sai sang trá hàng, tất Đông Ngô không nghi kỵ. Tháo theo lời ấy, đang đêm, gọi hai người vào trướng dặn rằng: - Hai người hãy dẫn một số quân sang Đông Ngô trá hàng, hễ thấy động tĩnh gì, sai người về mật báo ngay.
丞相可以恩结之，差往诈降东吴，必不见疑。”	Khi nào thành công, ta sẽ ban thưởng thêm; chớ có ăn ở hai lòng nhé!
操从之，当夜密唤二人入帐嘱付曰：“汝二人可引些少军士，去东吴诈降。	Sái Trung, Sái Hòa bẩm: - Xin thừa tướng chớ nghi, vợ con chúng tôi ở cả Kinh Châu, chúng tôi có đâu dám thế!
但有动静，使人密报，事成之后，重加封赏。 休怀二心！” 二人曰：“吾等妻子俱在荆州，安敢怀二心，丞相勿疑。 某二人必取周瑜、诸葛亮之首，献于麾下。”	Hai chúng tôi quyết lấy đầu Chu Du, Gia Cát Lượng về dâng dưới trướng.
操厚赏之。	Tháo trọng thưởng cho hai người.
次日，二人带五百军士，驾船数只，顺风望着南岸来。	Hôm sau, hai người đem năm trăm tên quân, chở vài chiếc thuyền, thuận gió xuôi xuống bờ phía nam.
且说周瑜正理会进兵之事，忽报江北有船来到江口，称是蔡瑁之弟蔡和、蔡中，特来投降。	Chu Du đang tính toán việc tiến quân, chợt có ti báo có thuyền ở Giang Bắc sang, tự xưng tên là Sái Hòa, ái Trung, em ruột Sái Mạo, đến hàng.
瑜唤入。	Du cho gọi vào.
二人哭拜曰：“吾兄无罪，被操贼所杀。	Hai người vừa khóc vừa lạy, nói: - Anh chúng tôi là Sái Mạo, không có tội gì, tự dưng bị Tào Tháo giết mất.
吾二人欲报兄仇，特来投降。	Chúng tôi muốn báo thù cho anh, nên sang đầu hàng.
望赐收录，愿为前部。”	Mong đô đốc thu dọn cho, chúng tôi xin làm tiền bộ.
瑜大喜，重赏二人，即命与甘宁引军为前部。	Du mừng rỡ, trọng thưởng cho hai người rồi sai dẫn quân theo Cam Ninh làm tiền bộ. Hai người lạy tạ, chắc mẩm Du đã trúng kế rồi. Du gọi Cam Ninh vào dặn rằng: - Hai thằng này không mang theo vợ con, chẳng phải thực bụng hàng đâu, đúng Tào Tháo sai đến làm gian tế đây.
二人拜谢，以为中计。 瑜密唤甘宁分付曰：“此二人不带家小，非真投降，乃曹操使来为奸细者。	Nay ta muốn biến kế của nó thành kế của mình, để nó báo tin về cho Tào Tháo. Ngươi phải ân cần khoản đãi chúng nó, nhưng phải đề phòng. Đợi khi nào ta cất quân đi, sẽ đem giết chúng để tế cờ.
吾今欲将计就计，教他通报消息。	Ngươi phải cẩn thận, không được để lỡ việc.
汝可殷勤相待，就里提防。 至出兵之日，先要杀他两个祭旗。 汝切须小心，不可有误。” 甘宁领命而去。	Cam Ninh vâng lời trở ra.
鲁肃入见周瑜曰：“蔡中、蔡和之降，多应是诈，不可收用。”	Lỗ Túc vào gặp Chu Du, nói: - Việc Sái Trung, Sái Hòa đến hàng chỉ là giả dối, không nên dùng vội.
瑜叱曰：“彼因曹操杀其兄，欲报仇而来降，何诈之有！	Du mắng rằng: - Hai người ấy vì Tào Tháo giết oan mất anh, nên đến hàng để trả thù, giả gì mà giả?
你若如此多疑，安能容天下之士乎！” 肃默然而退，乃往告孔明。	Ngươi hay đa nghi thế, dùng là sao được người giỏi trong thiên hạ?
孔明笑而不言。	Túc nín lặng lui ra, đến nói với Khổng minh.
肃曰：“孔明何故哂笑？”	Khổng Minh chỉ cười. Túc nói: - Ông cười gì thế?
孔明曰：“吾笑子敬不识公瑾用计耳。	Khổng Minh nói: - Tôi cười ông không biết đó là Công Cẩn dùng mưu.
大江隔远，细作极难往来。 操使蔡中、蔡和诈降，刺探我军中事，公瑾将计就计，正要他通报消息。	Sông to cách trở, do thám đi lại khó khăn. Tháo sai hai người sang trá hàng để dò xét quân ta. Công Cẩn lại muốn mượn kế nó làm kế mình, dùng chúng thông báo tin tức đỡ mình.
兵不厌诈，公瑾之谋是也。” 肃方才省悟。	Binh pháp cần phải dối trá, mưu của Công Cẩn rất hay. Túc bấy giờ mới hiểu.
却说周瑜夜坐帐中，忽见黄盖潜入中军来见周瑜。	Đêm hôm ấy, Chu Du đang ngồi trong trướng, bỗng thấy Hoàng Cái lẻn vào ra mắt, Du hỏi: - Công Phúc đang đêm đến đây, tất có mưu hay bàn bạc. Cái thưa: - Quân giặc nhiều, quân ta ít, không nên cầm cự lâu.
瑜问曰：“公覆夜至，必有良谋见教？”	Sao không dùng kế hỏa công? Du hỏi: - Ai xui ông hiến kế ấy? Cái thưa: - Tôi tự nghĩ ra, không có ai bày vẽ cho cả. Du nói: - Ta vẫn muốn dùng kế ấy, cho nên mới giữ Sái Trung, Sái Hòa ở đây, để chúng nó đưa tin tức về cho nhau; nhưng hiềm vì không có ai thi hành kế trá hàng cho ta cả.
盖曰：“彼众我寡，不宜久持，何不用火攻之？”	Cái thưa: - Tôi xin đảm nhận. Du nói: - Nếu không chịu khổ sở một chút, thì khi nào Tào Tháo chịu tin?
瑜曰：“谁教公献此计？”	Cái thưa: - Tôi đội hậu ân của họ Tôn, dẫu gan óc lầy đất cũng cam. Du lại ta rằng: - Ông chịu thực hiện kế khổ nhục này, thật là may mắn cho Giang Đông quá.
盖曰：“某出自己意，非他人之所教也。”	Cái thưa: - Tôi chết cũng không oán hận chút nào! Nói rồi tạ trở ra.
瑜曰：“吾正欲如此，故留蔡中、蔡和诈降之人，以通消息；但恨无一人为我行诈降计耳。” 盖曰：“某愿行此计。”	Hôm sau, Chu Du nổi trống họp các tướng. Khổng Minh cũng đến, Chu Du nói: - Tháo dẫn hàng trăm vạn quân, doanh trại liên tiếp hơn ba trăm dặm, không phải một ngày mà phá xong được. Nay truyền cho các tướng, mỗi người phải lĩnh lương thảo ba tháng, phòng chống nhau với giặc.
瑜曰：“不受些苦，彼如何肯信？”	Du nói vừa dứt lời, Hoàng Cái tiến ra nói: - Đừng nói ba tháng, dẫu cấp cả ba mươi tháng lương thảo cũng chẳng làm trò gì? Nội trong cả tháng này, có thể phá được thì phá, nếu không phá nổi, thì chi bằng theo lời Tử Bố, bỏ giáp quẳng gươm, ngoảnh mặt về bắc mà hàng đi cho rảnh! Chu Du nghe nói tái mặt lại, nổi giận đùng đùng, thét lớn: - Ta đây phụng mệnh chúa công, chỉ huy ba quân phá Tào, ai dám nói đến hàng là chém.
盖曰：“某受孙氏厚恩，虽肝脑涂地，亦无怨悔。” 瑜拜而谢之曰：“君若肯行此苦肉计，则江东之万幸也。”	Nay đang lúc hai bên đối địch, mày dám mở mày dám mở mồm ra nói câu ấy, làm ngã lòng quân, không chém đầu mày thì còn bảo được ai! Liền quát võ sĩ lôi Cái ra chém.
盖曰：“某死亦无怨。” 遂谢而出。 次日，周瑜鸣鼓大会诸将于帐下。 孔明亦在座。	Cái cũng tức giận nói lớn: - Ta từ khi theo Phò tá tướng quân đến nay, tung hoành miền đông nam trải qua ba đời rồi, khi ấy đâu đã có ngươi?
周瑜曰：“操引百万之众，连络三百余里，非一日可破。	Du giận quá, thét chém cho mau. Cam Ninh bước lên can rằng: - Công Phúc là cựu thần của Đông Ngô, xin hãy khoan thứ cho.
今令诸将各领三个月粮草，准备御敌。”	Du quát lên rằng: - Sao mày dám nói lôi thôi, làm loạn phép tắc của tao?
言未讫，黄盖进曰：“莫说三个月，便支三十个月粮草，也不济事！	Lập tức thét tả hữu lấy roi vụt Cam Ninh túi bụi rồi đuổi ra.
若是这个月破的，便破；若是这个月破不的，只可依张子布之言，弃甲倒戈，北面而降之耳！”	Các quan đều quỳ xuống can rằng: - Tội Hoàng Cái thực là đáng chết, nhưng giết Cái thì không có lợi cho việc quân.
周瑜勃然变色，大怒曰：“吾奉主公之命，督兵破曹，敢有再言降者必斩。	Xin đô đốc hãy khoan thứ cho, tạm ghi tội lại đó, đợi phá xong Tào Tháo, sẽ đem chém cũng chưa muộn.
今两军相敌之际，汝敢出此言，慢我军心，不斩汝首，难以服众！” 喝左右将黄盖斩讫报来。	Chu Du vẫn hầm hầm, các quan nằn nì kêu van mãi, Du mới nói: - Nếu không nể mặt các quan, thì ta quyết lấy đầu mày đó!
黄盖亦怒曰：“吾自随破虏将军，纵横东南，已历三世，那有你来？”	Nay hãy tha cho mày tội chết! Du bèn sai tả hữu vật cổ Hoàng Cái xuống đánh một trăm roi.
瑜大怒，喝令速斩。 甘宁进前告曰：“公覆乃东吴旧臣，望宽恕之。” 瑜喝曰：“汝何敢多言，乱吾法度！” 先叱左右将甘宁乱棒打出。	Các quan lại kêu van, Du hất đổ cả bàn đi, quát mắng các quan, và thét bảo đánh đập.
众官皆跪告曰：“黄盖罪固当诛，但于军不利。 望都督宽恕，权且记罪。 破曹之后，斩亦未迟。” 瑜怒未息。	Tả hữu lật áo Hoàng Cái, vật sấp xuống đánh, đánh năm chục roi.
众官苦苦告求。 瑜曰：“若不看众官面皮，决须斩首！ 今且免死！” 命左右：“拖翻打一百脊杖，以正其罪！”	Các quan lại xúm vào xin tha.
众官又告免。 瑜推翻案桌，叱退众官，喝教行杖。 将黄盖剥了衣服，拖翻在地，打了五十脊杖。 众官又复苦苦求免。	Du đứng dậy, chỉ mặt Hoàng Cái nói: - Mày còn dám coi thường tao chăng?
瑜跃起指盖曰：“汝敢小觑我耶！ 且寄下五十棍！ 再有怠慢，二罪俱罚！”	Hãy cho chịu năm chục trượng đó, nếu còn vô lễ, hai tội sẽ trị nhân thể.
恨声不绝而入帐中。	Rồi vừa đi vừa mắng nhiếc om sòm trở vào trong trướng.
众官扶起黄盖，打得皮开肉绽，鲜血进流，扶归本寨，昏绝几次。	Các tướng ra vực Hoàng Cái dậy, thấy da thịt tả tơi, máu me đầm đìa. Khi về đến trại, ngất đi mấy lần.
动问之人，无不下泪。	Ai đến hỏi thăm cũng ứa hai hàng nước mắt.
鲁肃也往看问了，来至孔明船中，谓孔明曰：“今日公瑾怒责公覆，我等皆是他部下，不敢犯颜苦谏；先生是客，何故袖手旁观，不发一语？”	Lỗ Túc cũng đến thăm, rồi xuống thuyền trách Khổng Minh rằng: - Hôm nay Công Cẩn giận đánh Hoàng Cái như thế, chúng tôi là bộ hạ Công Cẩn nên không ai dám mạnh dạn can ngăn đã đành; tiên sinh là khách, sao chỉ thu tay đứng xem, không nói giúp cho một câu gì?
