趙紀.	Kỷ nhà triệu.
經畧使武渾役將士治城府,將士作亂,燒城樓,刧府庫,渾奔廣州.	Kinh lược sứ vũ hồn bắt tướng sĩ đắp sửa thành phủ, tướng sĩ làm loạn, đốt lầu thành, cướp kho phủ.
監軍段士則撫安乱眾.	Giám quân là đoàn sĩ tắc vỗ yên được quân làm loạn.
南蠻入寇,唐詔經畧使裴元又帥鄰道兵討平之.	Đường sai kinh lược sứ là bùi nguyên hựu một trăm tám mươi sáu đem quân các đạo lân cận đánh dẹp được.
丁丑,[唐宣宗󰠐,大中十一年].	Đinh sửu, (đường tuyên tông thầm, đại trung năm thứ mười một).
夏,四月,唐以右千牛衞大將軍.	Mùa hạ, tháng bốn, nhà đường lấy hữu thiên ngưu vệ đại tướng quân
朱涯為交州經畧使.	Là châu nhai một trăm tám mươi bảy là kinh lược sứ giao châu.
戊寅,[唐大中十二年].	Mậu dần, (đường đại trung năm thứ mười hai).
春,正月,唐以康王傅王式為交州經畧都護使.	Mùa xuân, tháng giêng, vua đường lấy khang vương phó một trăm tám mươi tám là vương thức làm giao châu kinh lược đô hộ sứ.
式有才畧,至府樹芀木為梄深塹,其外泄,城中水塹植刺竹寇,不能󰱆󰱇教士卒,甚銳.	Thức là người có tài lược, đến phủ sai trồng cây táo gai một trăm tám mươi chín làm rào, bên ngoài đào hào sâu để thoát nước trong thành, bên ngoài hào trồng tre gai, giặc không thể xâm phạm được, kén chọn dạy bảo quân lính rất tinh nhuệ.
󰟸之,南蠻大至,屯錦田步頭,去州半日程.	Không bao lâu, người nam man (tức nam chiếu) kéo đến đông, đóng ở bến đò cẩm điền, cách châu độ nửa ngày đường.
式意思安閒,遣譯諭之,陳其利害,蠻一夜引去,遣人謝之曰:"我自執叛獠耳,非為寇也".	Ý tứ của thức vẫn an nhàn như thường, sai người phiên dịch đến dụ, bày tỏ lợi hại, chỉ một đêm người man lại kéo đi, sai người đến từ tạ nói: " chúng tôi chỉ đến bắt bọn người lạo làm phản, chứ không phải đến cướp ".
又有都校羅行恭[都校猶言都將],久專府,政麾下精兵二千,都護中軍纔嬴兵數百.	Lại có đô hiệu la hành cung (đô hiệu cũng như đô tướng) chuyên quyền ở phủ đã lâu, quân tinh nhuệ dưới cờ đến hai nghìn người mà ở phủ đô hộ chỉ có vài trăm quân gầy yếu.
初,都護李琢為政貪.	Trước đó, đô
暴,強市蠻中牛馬,一頭止與盐一斗,又殺蠻酋長杜存誠,羣蠻怒怨,導南詔侵盗邊境.	Lam tàn bạo, mua hiếp bò ngựa của người man, mỗi con chỉ trả cho một đấu muối, lại giết tù trưởng man là đỗ tồn thành, dân man oán giận, dẫn đường cho người nam chiếu đến lấn cướp biên giới.
峯州,桃林,西原舊有防冬兵六千,其傍七舘洞蠻酋長李由獨,常助之戍守輸租税.	Đất tây nguyên, đào lâm, thuộc phong châu, từ xưa vẫn có quân phòng đông một trăm chín mươi } sáu nghìn người, tù trưởng man động thất quán bên cạnh là lý do độc, thường giúp đỡ việc đóng giữ và thu tô thuế.
知峯州者缺姓名,言於琢請罷戍兵,專委由獨防�	Viên tri châu phong châu (không rõ họ tên) nói với tác xin bỏ quân đóng thú, chuyên uỷ cho do độc ngăn phòng.
於是,由獨勢孤,不能自立.	Từ đó do độc thế cô, không thể đứng vững được.
南詔拓節度,拓東言將,開拓東境也,交趾,南詔東,故置焉以書誘之以女婦其子補拓東拓牙.	Thác đông tiết độ của nam chiếu (thác đông: ý nói khai thác cõi đông; giao chỉ ở phía đông nước nam chiếu, cho nên đặt chức ấy) gửi thư sang dụ do độc, đem con gái gả cho con trai của do độc, bổ làm thác đông thác nha một trăm chín mươi mốt.
由獨遂率其眾臣於南詔.	Do độc bèn đem dân chúng làm tôi nước nam chiếu.
自是交州始有蠻患也.	Từ đấy giao châu mới có mối lo về người man.
是年五月,蠻來寇,式却之.	Tháng năm năm ấy, người man đến cướp, thức đánh lui được.
秋,七月,有惡民屢為亂,聲言:"聞經畧使朱涯[朱涯在廣.	Mùa thu, tháng bảy, có bọn dân xấu nhiều lần nổi loạn, nói phao rằng: " nghe
州使麾下挍黃頭軍[以黃󰱆頭號黃頭軍],渡海來襲我矣".	Châu) sai quân hoàng đầu (quân bịt đầu bằng khăn vàng) vượt biển sang đánh úp châu ta ".
相與夜為城,皷譟:"願送式北㱕,我欲頓此城比禦黃頭軍".	Rồi bọn họ đang đêm kéo nhau đến vây thành, đánh trống reo hò: " xin đuổi thức về để chúng tôi đóng ở thành này chống giữ quân hoàng đầu phía bắc ".
式方食,或勸出避之.	Lúc ấy thức đang ăn, có người khuyên nên tránh đi.
式曰:"吾足一動則城潰也".	Thức nói: " tôi động chân một chút thì thành này vỡ ngay ".
徐食畢,擐甲率左右登城,建大將旗,坐而責之.	Rồi cứ thong thả mà ăn, ăn xong, mặc áo giáp dẫn tả hữu lên mặt thành, dựng cờ đại tướng ngồi mà trách mắng.
亂者反走.	Bọn làm loạn quay đầu bỏ chạy.
明日,悉捕誅之.	Ngày hôm sau, thức sai bắt giết hết.
時饑亂相繼,六年無上供,[上供者錢帛之師以供上用也],輸軍中無󰍁賞.	Bấy giờ đói kém loạn lạc liên tiếp, sáu năm không nộp thượng cung (thượng cung là tiền, lụa nộp sang kinh sư để cho vua chi dùng), trong quân không có khao thưởng.
式始修貢賦,享士卒.	Thức bắt đầu sửa sang việc thuế khoá, khao thưởng quân lính.
占城,真臘皆復通使.	Chiêm thành, chân lạp đều thông sứ trở lại.
庚辰,[唐懿宗󰱉,咸通元年].	Canh thìn, (đường ý tông thôi, hàm thông năm thứ nhất).
春,浙東賊裘甫作亂.	Mùa xuân, giặc ở chiết đông là cừu phủ làm loạn.
唐議選將平之.	Nhà đường bàn chọn tướng đi đánh dẹp.
夏侯孜曰:"王式雖儒家子,前在安南威服華夷,.	Hạ hầu tư nói: " vương thức tuy là con nhà nho, nhưng
各聞遠地,可任也".	Cõi xa đều nghe danh tiếng, có thể đảm nhiệm được ".
御拜浙東觀察使.	Vua đường bèn gọi thức về trao cho chức chiết đông quan sát sứ.
冬,十一月,戊申,土蠻引南詔兵合三萬餘人,乘虚攻我府𨺻之.	Mùa đông, tháng mười hai, ngày mậu thân, người thổ man dẫn quân nam chiếu hợp lại hơn ba vạn người, nhân khi sơ hở đến đánh chiếm phủ của châu ta.
都護李鄠與監軍奔武州.	Đô hộ lý hộ cùng với viên giám quân chạy về vũ châu.
辛巳,[唐咸通二年].	Tân tỵ, (đường hàm thông năm thứ hai).
春,正月,唐帝詔𭛁邕𬋩及鄰道兵來救鄠,擊南夷.	Mùa xuân, tháng giêng vua đường xuống chiếu phát quân ung quản một trăm chín mươi ba và các đạo lân cận sang cứu lý hộ, đánh lại nam di.
夏,六月,癸丑,唐以盐州防禦使王寬為安南經畧使.	Mùa hạ, tháng sáu, ngày quý sửu, vua đường sai phòng ngự sứ diêm châu là vương khoan làm kinh lược sứ an nam.
時鄠自武州𠬧集土軍攻羣蠻,復取府城.	Bấy giờ lý hộ từ vũ châu thu nhặt quân người địa phương đánh bọn man, lấy lại được phủ thành.
唐帝責其失守,貶儋州司戶,尋流峯州,以王寬為都護經畧使.	Vua đường trách tội thất thủ, biếm làm tư hộ đạm châu, sau đày đi phong châu, lấy vương khoan làm đô hộ kinh lược sứ.
鄠之初至也,殺蠻酋杜澄,故其宗黨因誘導羣蠻𨺻州.	Hộ khi mới đến giết tù trưởng người man là đỗ trừng một trăm chín mươi bốn }, cho nên họ hàng nhà trừng xui giục và dẫn đường cho người man đánh lấy châu.
壬午,[唐咸通三年].	Nhâm ngọ, (đường hàm thông năm thứ ba).
春,二月,南詔復入寇.	Mùa xuân, tháng hai, nam chiếu lại vào cướp phá.
王寬數遣使吿急.	Vương khoan mấy lần sai sứ cáo cấp.
唐帝以前湖南觀察使蔡襲大之,仍𭛁許,滑,徐,汴,荆,㐮,潭,鄂等道兵合三萬人,授襲以禦之.	Vua đường sai hồ nam quan sát sứ trước là sái tập thay thế, đem binh các đạo hứa, hoạt, từ, biện, kinh, tương, đàm, ngạc, hợp lại được ba vạn, giao cho tập để chống cự.
兵勢既盛,蠻遂引去.	Thế quân đã mạnh, quân man bèn rút lui.
夏,五月,嶺南節度蔡京以襲將諸道兵來禦蛮,恐其立功,忌之因奏:"南蛮遁边,徼無虞?	Mùa hạ, tháng năm, lĩnh nam tiết độ là sái kinh thấy tập đem quân các đạo đến chống cự với quân man, sợ tập lập được công, có ý ghen ghét, nhân đó tâu rằng: " bọn nam man đã trốn xa, biên giới không đáng lo nữa.
武夫邀功,妄請戍兵,虚費餽運,盖以荒陬路遠,難於襨驗,故得肆其姦詐.	Kẻ vũ phu cầu công, xin càn quân đóng thú, tổn phí quân lương và chuyên chở, vì góc lánh đường xa khó bề kiểm soát, nên tha hồ làm việc gian trá.
請罷戍兵,各遠本道".	Xin bãi quân đóng giữ, cho đạo nào lại về đạo ấy ".
襲累奏羣蛮伺隲九不可無備,乞留戍兵五千人.	Tập nhiều lần tâu rằng: " bọn người man rình lúc sơ hở đã lâu, không thể không phòng bị, xin lưu lại năm nghìn thú binh ".
不聽,襲以蛮寇必至,兵食皆闕,智力.	Vua đường không nghe, tập cho là giặc man ắt lại đến, mà quân lính và lương thực đều thiếu, trí lực
两󰠃,作"十必死状"中中書.	Hai mặt đều quẫn, mới làm tờ sớ " thập tất tử trạng " trình lên toà trung thư.
時相信京言,終不之省.	Nhưng tể tướng thời bấy giờ tin lời sái kinh, cuối cùng vẫn không xét đến.
秋,七月,蔡京在任為政苛慘,闔境怨之,為軍士所逐,貶崖州司戶,不肯之官勑賜死.	Mùa thu, tháng bảy, sái kinh ở trị sở, chính lệnh hà khắc thảm độc, cả cõi đều oán, bị quân sĩ đuổi, phải biếm làm tư hộ nhai châu, không chịu đi nhận chức, vua đường xuống sắc bắt phải tự tử.
冬,十月,南詔羣蛮五萬人來寇,襲吿急.	Mùa đông, tháng mười, bọn man nam chiếu năm vạn người đến cướp, tập cáo cấp.
唐帝勑𭛁荆南,湖南两道兵二千,桂𬋩義征子弟[因其應慕從軍名之也].	Vua đường sai lấy quân hai đạo kinh nam, hồ nam hai nghìn người và con em nghĩa chinh ở quế quản (vì họ ứng mộ tòng quân nên gọi là nghĩa binh) ba nghìn người đến ung châu chịu lệnh tiết chế của trịnh ngu để sang cứu.
十二月,襲又求益兵,勑山南東道𭛁弩手千人赴之.	Tháng mười hai, tập lại xin thêm quân, vua đường sắc cho sơn nam đông đạo đem một nghìn quân tay nỏ sang cứu.
時南詔已圍府,救兵不得至.	Khi ấy quân nam chiếu đã vây phủ, quân cứu viện không thể đến được.
襲但󰞿城固守而已.	Tập chỉ cố thủ xung quanh thành mà thôi.
[󰞿縈也]癸未,[唐咸通四年].	Quý mùi, (đường hàm thông năm thứ bốn).
春,正月,庚午,南詔𨺻府城,蔡襲左右.	Mùa xuân, tháng giêng, ngày canh ngọ, quân nam chiếu đánh chiếm phủ thành,
皆尽.	Đều chết hết.
襲徒步,力戰,身集十矢,欲趣監軍船,船已離岸,遂溺海死,闔家七十人.	Tập chạy bộ, cố sức đánh, người trúng mười mũi tên, muốn xuống thuyền của giám quân nhưng thuyền đã đi xa bờ, bèn nhảy xuống biển chết, cả nhà bảy mươi người.
幙僚樊綽先携襲印符渡江得免.	Liêu thuộc là phàn xước đem ấn tín binh phù của tập sang sông trước, được thoát.
荆南,江西,鄂,岳,㐮等州將士四百餘人走至城東水際.	Tướng sĩ các châu kinh nam, giang tây, ngạc, nhạc, tương, hơn bốn trăm người chạy đến phía đông thành giáp sông.
荆南󰔄侯元惟德等謂眾曰:"吾軰無船,入水則死,不若還入城,與蛮人鬪,以一人易二蛮亦有利".	Ngu hầu kinh nam là bọn nguyên duy đức bảo quân sĩ rằng: " bọn ta không có thuyền, xuống nước tất chết, chi bằng lại quay về thành đánh nhau với người man, một người của ta đổi lấy hai người man, cũng có lợi ".
[安南羅城東門也].	Bèn trở lại thành, vào cửa đông la (tức là cửa đông la thành an nam).
蛮人不為備,惟德等縱兵殺蛮二千餘人.	Người man không phòng bị, bọn duy đức tung quân đánh, giết quân man hơn hai nghìn người.
迨夜,蛮將楊思縉始自子城[城内小城也]出救,惟德等皆死.	Đến đêm, tướng man là dương tư tấn từ trong tử thành (tức thành nhỏ ở trong thành) đem quân ra cứu, bọn duy đức đều chết cả.
南詔两𨺻交州,所殺虜且十五萬人.	Nam chiếu hai lần chiếm giao châu, vừa giết vừa bắt gần mười lăm vạn người.
留兵二萬,使思縉據.	Lưu lại hai vạn quân, sai tư tấn giữ
我交州城.	Thành giao châu ta.
溪洞夷獠無遠近皆降之.	Người di lão ở các khe động không cứ xa gần đều hàng phục cả.
南詔以其属段酋遷領我府節度使.	Nam chiếu cho thuộc hạ là đoàn tù thiên làm tiết độ sứ phủ ta.
唐帝詔召還諸道援兵分保嶺南西道.	Vua đường xuống chiếu gọi viện binh các đạo về chia giữ tây đạo ở lĩnh nam một trăm chín mươi lăm }.
六月,廢安南都護府,置行交州於海門鎮,以右監門衛將軍宋戎行交州刺史,以武義節度使康承訓兼嶺南及諸軍行營.	Hữu giám môn vệ tướng quân là tống nhung giữ chức hành giao châu thứ sử, cho vũ nghĩa tiết độ sứ một trăm chín mươi bảy là khang thừa huấn kiêm lĩnh chức lĩnh nam cập chủ quân hành doanh một trăm chín mươi tám.
秋,七月,復置安南都護府於行交州,以宋戎為泾畧使,𭛁山東兵萬人以鎮之.	Kinh lược sứ, đem quân sơn đông một vạn người đến trấn giữ.
