趙紀.	Kỷ nhà triệu.
二十六日,勑㫖五府軍店外作木柜例.	Ngày hai mươi sáu, có sắc chỉ định lệ làm gióng gỗ ở ngoài điếm quân của năm phủ.
係外店,每店相󰘌並著木柜,柱要大,每店用鈎五柄有尖頭,頭亦有鈎,置在店两頭守把.	Nếu điếm ở ngoài thì ở chỗ các điếm cách nhau đều phải làm gióng gỗ, cột gióng phải to, mỗi điếm dùng năm câu liêm có đầu nhọn, trên đầu cũng có nóc, để ở hai đầu điếm để canh giữ.
官員軍人並在直店,不得湊作以别務.	Quan viên và binh lính đều phải trực ở điếm, không được sai phái đi làm việc khác.
威穆帝諱濬,又諱諠憲宗第二子肅宗之󰱃兄也.	Uy mục đế tên huý là tuấn, lại huý là huyên, là con thứ hai của hiến tông, anh thứ của túc tông, ở ngôi năm năm, thọ hai mươi hai tuổi, bị giản tu công dinh đuổi đi, rồi sau bị hại, chôn ở an lăng.
帝嗜酒,好殺荒色,立威屠戮宗室幽殺祖母外戚,縱横,百姓怨怒,時稱鬼王徵見矣.	Vua nghiện rượu, hiếu sát, hoang dâm, thích ra oai, tàn hại người tông thất, giết ngầm tổ mẫu, họ ngoại hoành hành, trăm họ oán giận, người bấy giờ gọi là quỷ vương, điềm loạn đã xuất hiện từ đấy.
亂,其母昭仁皇太后阮氏,諱瑾,東岸,扶軫人也,少孤貧,自賣𭁈奉天人其家有罪,没入官婢以故得入侍𬋩寕皇后.	Mẹ vua là chiêu nhân hoàng thái hậu nguyễn thị, huý là cận, người làng phù chẩn, huyện đông ngàn, lúc bé mồ côi cha, nhà nghèo, tự bán mình cho người ở phủ phụng thiên, sau nhà ấy có tội, nguyễn thị bị tịch thu sung làm quan tỳ, do đó được vào hầu quản ninh hoàng hậu.
憲宗爲太子時見有羙姿悅之,納以爲妃.	Khi hiến tông còn làm thái tử, thấy có sắc đẹp thì ưa, lấy vào làm phi.
以洪德十九年五月,五日,子時,而生帝.	Năm hồng đức thứ mười chín tháng năm, ngày mồng năm, giờ tý sinh ra vua.
泰貞元年,肅宗崩無嗣,󰱃母敬妃阮氏於禁中,定謀立之,遂即皇帝位.	Năm thái trinh thứ nhất, túc tông băng, không có con nối, mẹ thứ là kính phi nguyễn thị mưu lập vua ở trong cung cấm, bèn lên ngôi hoàng đế.
大.	Đại
赦,改元,以誕日爲天慶聖節,稱瓊都洞主.	Xá, đổi niên hiệu, lấy ngày sinh là thiên khánh thánh tiết, tự xưng là quỳnh đô động chủ.
乙丑,端慶元年[明,弘治十八年].	Ất sửu, đoan khánh năm thứ nhất, (minh hoằng trị năm thứ mười tám).
春,正月,朔,日食.	Mùa xuân, tháng giêng, ngày mồng một, có nhật thực.
二十一日,詔各處承宣官員百姓等:大事用大方紙,小事用小方紙.	Ngày hai mươi mốt, xuống chiếu cho quan viên và dân chúng ở thừa tuyên các xứ rằng: việc lớn thì dùng giấy đại phương, việc nhỏ thì dùng giấy tiểu phương.
嘱書,文契用大紙,不得猶狃用方紙如前.	Chúc thư, văn khế thì dùng giấy đại, không được quen dùng giấy phương như trước.
聽一箇月悉如明令.	Hạn cho một tháng đều phải theo lệnh mới.
若官員百姓嘱書,文契猶用方紙,許本族人,族長投告,驗實以虚論,賣者失其己分,買者失其原錢,嘱書文契並不用.	Nếu quan viên và dân chúng vẫn làm chúc thư, văn khế bằng giấy phương thì cho người trong họ và tộc trưởng họ ấy cáo giác, nếu xét nghiệm đúng sự thực thì xử là không có giá trị, người bán mất phần của mình, người mua mất số tiền bỏ ra, chúc thư và văn khế đều vô dụng.
二月,十六日甲戌,上大行皇帝尊謚曰:昭義顯仁温恭淵默惇孝𠃔恭欽皇帝,廟號肅.	Tháng hai, ngày giáp tuất mười sáu, dâng tôn thuỵ cho đại hành hoàng đế là chiêu nghĩa hiển nhân ôn cung uyên mặc đôn hiếu doãn cung khâm hoàng đế, miếu hiệu là túc
宗.	Tông.
十八日丙子,追尊生母阮氏爲昭仁弘懿皇太后.	Ngày bính tý mười tám, truy tôn mẹ đẻ nguyễn thị làm chiêu nhân hoằng ý hoàng thái hậu.
會試天下󰁮人,取黎鼐[唐安,擇人]慕等五十五人.	Thi hội các cử nhân trong nước, lấy đỗ bọn lê nại (người làng mộ trạch, huyện đường an) năm mươi lăm người.
廷試,賜第一甲黎鼐,裴𠃔文,陳棐[彰德,芝泥人啓之子]三名進士及第;第二甲阮肖象;陳磊等十六名進士出身;第三甲范󰦛碏,阮胥等三十六名同進士出身.	Thi đình cho bọn lê nại, bùi doãn văn, trần phỉ (người làng chi nê, huyện chương đức, con là trần khải) ba người đỗ đệ nhất giáp tiến sĩ cập đệ; bọn nguyễn tiếu tượng, trần lỗi mười sáu người đỗ đệ nhị giáp tiến sĩ xuất thân; bọn phạm đôn thục, nguyễn tư ba mươi sáu người đỗ đệ tam giáp đồng tiến sĩ xuất thân.
三月,肅宗皇帝梓宫𭛁引回西京.	Tháng ba, linh cữu của túc tông hoàng đế đưa về tây kinh.
癸卯,塟于敬陵.	Ngày quý mão, táng ở kính lăng.
禮官奏請立碑,帝可其奏,命覃文禮,阮人浹,范盛,程志森等󰱇碑文.	Lễ quan tâu xin dựng bia, vua y lời tâu, sai bọn đàm văn lễ, nguyễn nhân thiếp, phạm thịnh, trình chí sâm soạn văn bia.
二十二日,太皇太后阮氏暴崩于長樂殿正寝,年.	Ngày hai mươi hai, thái hoàng thái hậu nguyễn thị thình lình băng ở chính tẩm điện trường lạc, thọ
六十五.	Sáu mươi lăm tuổi.
初肅宗崩無嗣,内臣阮汝爲欲立帝,太皇太后以帝婢妾之子,不可以承大統,固要立吕瑰王.	Trước đây, khi túc tông băng không có con nối, nội thần nguyễn nhữ vi định lập vua, thái hoàng thái hậu cho rằng vua là con người tỳ thiếp, không thể nối được đạo thống, khăng khăng đòi lập lữ khôi vương.
於是汝爲諷太后使出迎吕瑰王,汝爲等乃閉諸城門立帝.	Bấy giờ nhữ vi liền đóng các cửa thành lại lập vua lên.
太后見帝已立,不悅.	Thái hậu thấy vua đã được lập rồi, có ý không vui.
後帝遂使左右密弑之,輟朝七日.	Sau vua liền sai quan hầu cận ngầm giết thái hậu rồi nghỉ chầu bảy ngày.
二十七日,升祔母昭仁弘懿皇太后于東京太廟明德宫.	Ngày hai mươi bảy, rước thần chủ của mẹ là chiêu nhân hoằng ý hoàng thái hậu thờ vào cung minh đức nhà thái miếu ở đông kinh.
是月,化外州透入爭那巖䦕田.	Tháng này, người ở châu nước ngoài tràn vào tranh ruộng ở cửa ải na nham.
帝命丹溪伯鄭侑經理明光地方,立䦕隘而還.	Vua sai đan khê bá trịnh hựu đi kinh lý ở vùng minh quang, dựng quan ải rồi trở về.
夏,四月,二十七日,追尊祖母謚曰:徽嘉靜穆温恭柔順太皇太后.	Mùa hạ, tháng bốn, ngày hai mươi bảy, truy tôn thuỵ hiệu cho tổ mẫu là huy gia tĩnh mục ôn cung nhu thuận thái hoàng thái hậu.
帝建真元殿,作寶瑞堂於東岸,扶軫鄕;作宣󰕑堂於水堂,華陵鄕;又作光羙殿於廣德,隷園坊以恭奉太皇太后先祖.	Vua dựng điện chân nguyên, làm bảo thuỵ đường ở hương phù chẩn, huyện đông ngàn, làm tuyên dự đường ở hương hoa lăng, huyện thuỷ đường.
五月,初七日,明孝宗崩,謚曰:敬皇帝.	Tháng năm, ngày mồng bảy, vua hiếu tông nhà minh băng, thuỵ hiệu là kính hoàng đế.
十三日,命鄭侑徃宣光公幹.	Ngày mười ba, sai trịnh hựu đi công cán ở tuyên quang.
二十五日,以誕日爲天慶聖節.	Ngày hai mươi lăm, lấy ngày sinh làm thiên khánh thánh tiết.
二十八日,明皇太子厚照即皇帝位,改元正德[是爲武宗].	Ngày hai mươi tám, hoàng thái tử nhà minh là hậu chiếu lên ngôi hoàng đế, đổi niên hiệu là chính đức (tức là vũ tông).
以楊直原爲户部左侍郎兼昭文舘.	Lấy dương trực nguyên làm hộ bộ tả thị lang kiêm coi chiêu văn quán.
六月,初五日,貶禮部尚書覃文禮,御史󰱑都御史阮光弼等于廣南,尋殺之.	Tháng sáu, ngày mồng năm, biếm bọn lễ bộ thượng thư đàm văn lễ, ngự sử đài đô ngự sử nguyễn quang bật vào quảng nam, rồi giết đi.
初,憲宗寝疾,帝母.	Trước đây, khi hiến tông nằm giường bệnh, mẹ sinh ra vua,
昭仁皇后以婢妾得寵,生帝而早殁.	Chiêu nhân hoàng hậu là ty thiếp được hiến tông yêu, sinh ra vua nhưng mất sớm.
󰱃母敬妃無子,養爲己子,意欲立之,恐大臣不從,以金賂,文禮不受.	Mẹ thứ là kính phi không có con trai, nuôi làm con mình, có ý lập làm vua, sợ các đại thần không theo, đem vàng đút lót, nhưng văn lễ không nhận.
及憲宗大漸,文禮𭁈光弼受遺詔輔皇太子嗣位.	Đến khi hiến tông ốm nặng, văn lễ và quang bật nhận di chiếu phụ tá hoàng thái tử nối ngôi.
時,諸王爭立,文禮恐变起倉卒,乃入寝殿取傳國寶㱕家,再𭁈文武諸大臣共立肅宗即帝位.	Bấy giờ, các thân vương tranh nhau đòi lập, văn lễ sợ xảy tai biến trong lúc bối rối, mới vào tẩm điện lấy ấn báu truyền quốc đem về nhà, rồi cùng các đại thần văn võ lập túc tông lên ngôi hoàng đế.
帝深憾之.	Vua căm giận lắm.
至是,以姜种,阮汝爲謀貶二人行廣南承宣使.	Đến đây, dùng mưu của khương chủng, nguyễn nhữ vi biếm hai người làm thừa tuyên sứ quảng nam.
至真福縣大江,帝使人道追逼令自盡.	Khi họ đến sông lớn huyện chân phúc, vua sai người đuổi theo bắt phải tự tử.
二人當投水中,吟國語詩而没.	Hai người khi sắp gieo mình xuống nước, ngâm thơ quốc ngữ rồi mới mất.
後廷臣心知二人死非其罪,爭之,帝㱕𠧨於汝.	Sau đình thần trong bụng ai cũng biết là hai người chết không đáng tội, can vua, vua đổ tội cho nhữ
爲遂殺之.	Vi rồi giết y.
以黎嵩爲清華承宣使.	Lấy lê tung làm thừa tuyên sứ thanh hoa.
起吳煥爲清華憲察使.	Khởi phục ngô hoán làm hiến sát sứ thanh hoa.
煥前被充軍,再試中生徒,至是起用.	Hoán trước đây bị sung quân, sau lại thi đỗ sinh đồ, đến đây được bổ dụng lại.
丙寅,二年[明,武宗,德元年].	Bính dần, năm thứ hai, (minh vũ tông chính đức năm thứ nhất).
正春,初仁睦門,陳𬋩領陳姓缺其名,領官名也,本陳朝之外孫生二女,長曰:松次曰:竹.	Mùa xuân, trước đây, viên quản lĩnh họ trần người làng nhân mục vốn là cháu ngoại của triều trần sinh được hai người con gái, con trưởng tên là tùng, con thứ tên là trúc.
帝聞松有羙色,󰱇入後宫,生皇子而早没.	Vua nghe nói tùng có sắc đẹp, chọn vào hậu cung, sinh được hoàng tử nhưng mất sớm.
後竹亦入侍.	Sau trúc cũng được vào hầu.
二月,󰱇黄丁.	Tháng hai, tuyển hoàng đinh.
黜范謙柄爲海陽憲察使.	Truất phạm khiêm bính làm hiết sát sứ hải dương.
時,謙柄坐𭁈黎𡺄石誌,爲朝中所劾,故黜之.	Bấy giờ, khiêm bính phạm tội cùng với lê sạn khắc đá làm bia, bị quan trong triều tâu hoặc nên phải truất.
召附翼縣知縣阮貴雅爲提刑監察御史.	Triệu viên trị huyện phụ dực nguyễn quý nhã về làm đề hình giám sát ngự sử.
先是,.	Trước đây,
貴雅應制落韻被黜.	Quý nhã làm bài ứng chế lạc vần bị truất.
至是召還用之.	Đến đây triệu về bổ dụng.
夏,四月,十三日,起復杜絪仍禮部右侍郎,翰林院侍讀,參掌翰林院事,以絪丁母󰪽始服闋故也.	Mùa hạ, tháng bốn, ngày mười ba, khởi phục đỗ nhân là lễ bộ hữu thị lang, hàn lâm viện thị độc, tham chưởng hàn lâm viện sự, vì nhân về nghỉ tang mẹ vừa hết trở.
服冬,十二月,十二日,遣兵部尚書阮光羙,吏科都給事中阮旌,提刑監察御史阮仲逵爲提調,監試,監考,考試軍色民人書筭於講武殿庭.	Mùa đông, tháng mười hai, ngày mười hai, sai binh bộ thượng thư nguyễn quang mỹ, lại khoa đô cấp sự trung nguyễn tịnh, đề hình giám sát ngự sử nguyễn trọng quỳ làm đề điệu; giám thí, giám khảo để khảo thi các quân sắc và nhân dân các môn viết chữ và làm tính ở sân điện giảng võ.
改定軍號勇士副軍以下.	Đổi lại quân hiệu từ chức dũng sĩ phó quân trở xuống.
丁卯,三年[明,正二年].	Đinh mão, năm thứ ba, (minh chính đức năm thứ hai).
德春,正月,初九日,明遣正使翰林院編脩曾鐸,副使吏科右給事中張弘志來告即位,并賜彩幣.	Mùa xuân, tháng giêng, ngày mồng chín, nhà minh sai chính sứ là hàn lâm viện biên tu tăng đạc, phó sứ là lại khoa hữu cấp sự trung trương hoằng chí sang báo việc lên ngôi và ban cho vóc lụa.
以阮󰉎爲海陽承宣使.	Lấy nguyễn xao làm thừa tuyên sứ hải dương.
初,󰉎奉北使,有北󰥺甚好,不以上進,爲舍人所奏,黜還家,至是始用之.	Trước đây, nguyễn xao vâng mệnh đi sứ phương bắc, có mua được cái gối của phương bắc rất đẹp, không đem dâng tiến lên, bị xá nhân tâu lên, phải bãi chức về nhà, đến đây, mới được bổ dụng.
後󰉎卒于任所.	Sau xao chết ở nhiệm sở.
明又遣正使翰林院編脩沈濤,副使工科左給事中許天錫賫詔勑封帝爲安南國王.	Tháng giêng nhuận, nhà minh sai hành nhân ty hành nhân hà lộ sang làm lễ viếng hiến tông duệ hoàng đế, lại sai chánh sứ là hàn lâm viện biên tu thẩm đào, phó sứ là công khoa tả cấp sự trung hứa thiên tích mang chiếu thư sang phong vua làm an nam quốc vương,
并賜皮弁冠服一副,常服一套.	] lại ban một bộ mũ áo quan võ bằng da và một bộ thường phục.
天錫見帝相,題詩曰:安南四百運尤長,天意如何降鬼王.	Thiên tích thấy tướng vua, đề thơ rằng: an nam tứ bách vận vưu trường, thiên ý như hà giang quỷ vương?
覆考書筭一百四十四人,中者阮子棊二十五人,充華文𭓇生.	Phúc khảo một trăm bốn mươi bốn người về môn viết chữ và làm tính, người đỗ là bọn nguyễn tử kỳ hai mươi lăm người được sung làm hoa văn học sinh.
知府阮贄被外戚姜种親人打死復甦.	Tri phủ nguyễn chí bị thân nhân của bọn ngoại thích khương chủng đáng chết lại sống lại.
