第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
权将曹操檄文示肃曰：“操昨遣使赍文至此，孤先发遣来使，现今会众商议未定。”	Túc đáp: - Cũng đã biết được ít nhiều, xin để thư thả sẽ thưa. Quyền đưa tờ hịch của Tào Tháo cho Túc xem và bảo rằng: - Hôm nọ Tào Tháo sai sứ đưa hịch đến đây, ta đã cho sứ quay về.
肃接檄文观看。	Nay đương bàn việc ấy với các quan chưa xong. Túc lấy tờ hịch xem.
其略曰：“孤近承帝命，奉词伐罪。	Trong hịch nói đại khái như sau: "Ta phụng mệnh vua, đánh kẻ có tội.
旄麾南指，刘琮束手；荆襄之民，望风归顺。 今统雄兵百万，上将千员，欲与将军会猎于江夏，共伐刘备，同分土地，永结盟好。	Cờ trỏ về nam, Lưu Tôn phải bó tay, dân Kinh Tương nghe thấy tin, răm rắp hàng phục. Nay thống lĩnh trăm vạn hùng binh, nghìn viên thượng tướng, muốn cùng với tướng quân họp săn ở Giang Hạ, để đánh Lưu Bị, cùng chia đất đai, giao hảo với nhau mãi mãi.Xin đừng ngờ vực, trả lời ngay cho."
幸勿观望，速赐回音。” 鲁肃看毕曰：“主公尊意若何？”	Lỗ Túc xem xong, hỏi: - Ý chúa công thế nào?
权曰：“未有定论。”	Quyền nói: - Ta cũng chưa quyết định.
张昭曰：“曹操拥百万之众，借天子之名，以征四方，拒之不顺。	Trương Chiêu nói: - Tào Tháo thống lĩnh quân trăm vạn, mượn tiếng thiên tử, đánh dẹp bốn phương, mình chống cự lại thì là nghịch.
且主公大势可以拒操者，长江也。	Vả lại chỗ dựa của chúa công để chống với Tào Tháo là sông Trường Giang.
今操既得荆州，长江之险，已与我共之矣，势不可敌。 以愚之计，不如纳降，为万安之策。	Nay Tháo đã lấy được Kinh Châu, ta không còn độc chiếm cái thế hiểm trở của con sông đó rồi, khó địch được nữa.
众谋士皆曰：“子布之言，正合天意。”	Vậy cứ ý tôi, đầu hàng là kế vẹn toàn. Các mưu sĩ đều nói: - Lời Tử Bố chính hợp lòng trời!
孙权沉吟不语。	Tôn Quyền ngồi ngần ngừ không nói.
张昭又曰：“主公不必多疑。 如降操，则东吴民安，江南六郡可保矣。”	Trương Chiêu lại tiếp: - Chúa công không nên nghi ngại gì nữa. Nếu hàng Tào thì dân Đông Ngô được yên, mà sáu quận Giang Nam cũng giữ được.
孙权低头不语。	Tôn Quyền vẫn cúi đầu không nói gì.
须臾，权起更衣，鲁肃随于权后。	Một lát Quyền đứng dậy, thay áo. Lỗ Túc theo sau, Quyền biết ý cầm tay Túc hỏi rằng: - Ý ông thế nào?
权知肃意，乃执肃手而言曰：“卿欲如何？” 肃曰：“恰才众人所言，深误将军。	Túc nói: - Vừa rồi, bọn họ nói như thế, là không hiểu bụng tướng quân. Mọi người, ai cũng có thể hàng Tào Tháo được, duy có tướng quân thì không hàng được. Quyền hỏi: - Sao vậy?
众人皆可降曹操，惟将军不可降曹操。”	Túc nói: - Như Lỗ Túc này mà hàng, thì Tháo phong cho làm quan, áo gấm về làng, mà cũng không phải mất đất đai gì cả.
权曰：“何以言之？”	Tướng quân mà hàng Tháo thì về đâu?
肃曰：“如肃等降操，当以肃还乡党，累官故不失州郡也；将军降操，欲安所归乎？	Chức tước bất quá phong hầu là cùng, xe một cỗ, ngựa một con, đầy tớ vài ba người, muốn ngồi ngoảnh mặt về nam mà xưng có còn được nữa không?
位不过封侯，车不过一乘，骑不过一匹，从不过数人，岂得南面称孤哉！ 众人之意，各自为己，不可听也。	Xem như thế, ý họ ai cũng chỉ biết thân người nấy mà thôi, có nghĩ gì đến chủ đâu! Xin tướng quân chớ nghe, nên sớm định kế lớn.
将军宜早定大计。”	Quyền than rằng: - Ta nghe họ nghị luận thật là thất vọng.
权叹曰：“诸人议论，大失孤望。	Tử Kính mới ngỏ kế lớn, chính hợp ý với ta. Quả thật trời đem Tử Kính cho ta đó!
子敬开说大计，正与吾见相同。 此天以子敬赐我也！ 但操新得袁绍之众，近又得荆州之兵，恐势大难以抵敌。	Nhưng Tháo mới được quân Viên Thiệu, gần đây lại được quân Kinh Châu, thế lớn lắm, ta sợ địch không nổi.
肃曰：“肃至江夏，引诸葛瑾之弟诸葛亮在此，主公可问之，便知虚实。”	Túc nói: - Tôi vừa sang Giang Hạ, đem được em Gia Cát Cẩn là Gia Cát Lượng về đây, chúa công nên gọi vào hỏi, sẽ biết tình hình thế nào. Tôn Quyền hỏi: - Ngọa Long tiên sinh có ở đây à? Túc nói: - Hiện đương nghỉ lở nhà khách. Quyền nói: - Hôm nay đã tối rồi, đừng cho vào gặp vội.
权曰：“卧龙先生在此乎？” 肃曰：“现在馆驿中安歇。”	Để ngày mai họp cả văn võ dưới trướng, trước hết cho gặp các tay anh tuấn Giang Đông đã, rồi sẽ mời lên triều đường bàn việc.
权曰：“今日天晚，且未相见。	Túc nhận mệnh trở ra.
来日聚文武于帐下，先教见我江东英俊，然后升堂议事。”	Hôm sau Túc vào nhà khách, ra mắt Khổng Minh, lại dặn rằng: - Hôm nay ông vào gặp chủ tôi, xin chớ nói Tào Tháo nhiều binh lắm tướng.
肃领命而去。	Khổng Minh cười đáp rằng: - Tôi sẽ tùy cơ mà liệu, không để lỡ việc đâu!
次日至馆驿中见孔明，又嘱曰：“今见我主，切不可言曹操兵多。” 孔明笑曰：“亮自见机而变，决不有误。” 肃乃引孔明至幕下。	Túc mới dẫn Khổng Minh đến dưới trướng, đã thấy bọn Trương Chiêu, Cố Ung, toàn ban văn võ hơn hai chục người, mũ cao đai rộng, y phục chỉnh tề, ngồi có thứ tự rồi, Khổng Minh chào hỏi từng người, thông tính danh đâu đấy, rồi đến ngồi trên ghế tân khách.
早见张昭、顾雍等一班文武二十余人，峨冠博带，整衣端坐。	Bọn Trương Chiêu thấy Khổng Minh phong thái đàng hoàng, tự nhiên, độ lượng, khẳng khái, biết rằng người này tất là người đi thuyết khách. Trương Chiêu mới gọi trước rằng: - Chiêu tôi là một kẻ học trò ngu hèn bên Giang Đông, lâu nay vẫn được nghe tiếng tiên sinh nằm khểnh trong Long Trung, ví mình với Quản Trọng, Nhạc Nghị, lời ấy chẳng biết thực hay hư?
孔明逐一相见，各问姓名。	Khổng Minh đáp: - Phải. Lượng tôi cũng có hợm mình mà vì thế.
施礼已毕，坐于客位。 张昭等见孔明丰神飘洒，器宇轩昂，料道此人必来游说。	Chiêu lại nói: - Mới đây, tôi mới nghe Lưu Dự Châu ba lần cầu đến tiên sinh ở trong lều tranh, may được tiên sinh như cá được nước, những toan thu sạch cả Kinh Tương, thế mà nay chỉ có một buổi sáng mà về tay Tào Tháo hết; chẳng hay ông thế nào?
张昭先以言挑之曰：“昭乃江东微末之士，久闻先生高卧隆中，自比管；乐。	Khổng Minh nghĩ thầm rằng: - Trương Chiêu là tay mưu sĩ bậc nhất của Tôn Quyền, nếu mình không áp đảo được hắn thì sao thuyết phục được Tôn Quyền? Bèn đáp rằng: - Kẻ lấy đất Hán Thượng, ta coi dễ như trở bàn tay, hiềm vì chủ ta là Lưu Dự Châu, muốn làm điều nhân nghĩa, không nỡ cướp cơ nghiệp của người đồng tông, cho nên nhất định không lấy.
此语果有之乎？” 孔明曰：“此亮平生小可之比也。”	Lưu Tôn là một đứa trẻ thơ, tin nghe lời nịnh, bí mật hàng Tào, cho nên mới để cho Tào Tháo ngông cuồng.
昭曰：“近闻刘豫州三顾先生于草庐之中，幸得先生，以为如鱼得水，思欲席卷荆襄。	Nay chủ ta đóng quân ở Giang Hạ, sẽ có kế khác, những kẻ tầm thường có hiểu sao được? Chiêu nói: - Nếu thế thì tiên sinh lời nói không đi đôi với việc làm rồi. Tiên sinh đã ví mình với Quản Trọng, Nhạc Nghị, mà Quản Trọng ngày xưa giúp Hoàn Công trị được chư hầu, định được thiên hạ; Nhạc Nghị ngày xưa giúp nước Yên đương suy yếu mà hạ được hơn bảy mươi thành nước Tề. Hai người ấy thực là có tài tế thế.
今一旦以属曹操，未审是何主见？”	Tiên sinh thì trước ở trong lều tranh, chỉ cười phong cợt nguyệt, xếp gối ngồi cao; Nay đã theo Lưu Dự Châu, thì phải vì dân mà mưu điều lợi, bỏ điều hại, dẹp trừ kẻ loạn tặc mới phải chứ!
孔明自思张昭乃孙权手下第一个谋士，若不先难倒他，如何说得孙权，遂答曰：“吾观取汉上之地，易如反掌。	Vả khi tôi xem Lưu Dự Châu chưa được tiên sinh, ai cũng mong ngóng, đến đứa trẻ con cũng cho đó là hổ sinh cánh, nhà Hán sắp sửa lại hưng, họ Tào sắp đổ.
我主刘豫州躬行仁义，不忍夺同宗之基业，故力辞之。 刘琮孺子，听信佞言，暗自投降，致使曹操得以猖獗。	Cựu thần trong triều đình, ẩn sĩ nơi rừng rú, ai cũng lau mắt chờ xem, tưởng là tiên sinh với Lưu Dự Châu, sắp xua tan mây mù trên trời cao, để cho thiên hạ lại được nhìn thấy ánh sáng mặt trời mặt trăng; cứu vớt dân ra khỏi cơn nước lửa, giúp đỡ thiên hạ yên ổn làm ăn, chính là lúc này vậy. Ai ngờ từ khi tiên sinh về với Dự Châu, quân Tào mới đến, đã bỏ giáp quẳng gươm, trông thấy bóng là chạy; trên không báo được Lưu Biểu, để yên thứ dân; dưới lại chẳng giúp được con côi, giữ lấy bờ cõi, bỏ Tân Giã, chạy khỏi Phàn Thành, thua Đương Dương chạy ra Hạ Khẩu, chẳng có lấy một chỗ dung thân.
今我主屯兵江夏，别有良图，非等闲可知也。” 昭曰：“若此，是先生言行相违也。 先生自比管、乐，管仲相桓公，霸诸侯，一国天下；乐毅扶持微弱之燕，下齐七十余城：此二人者，真济世之才也。	Thế chẳng hóa ra Dự Châu từ khi được tiên sinh lại không bằng trước ư? Quản Trọng, Nhạc Nghị chắc cũng như thế đó ư?Đó là mấy lời quê kệch, xin tiên sinh đừng chấp.
先生在草庐之中，但笑傲风月，抱膝危坐。	Khổng Minh nghe xong, cười ha hả mà rằng: - Cái chí khí của chim bằng, các loại chim há biết được sao?
今既从事刘豫州，当为生灵兴利除害，剿灭乱贼。	Ví như người bệnh nặng, trước hết phải cho uống nước cơm, nước cháo, thuốc thang; lúc nào phủ tạng điều hòa, thân thể hồi phục, bấy giờ mới cho bổ bằng cá thịt, trị bằng thuốc mạnh, thì gốc bệnh mới tiệt, sinh mệnh mới an toàn.
且刘豫州未得先生之前，尚且纵横寰宇，割据城池；今得先生，人皆仰望。	Nếu bệnh còn nặng, phủ tạng còn yếu, đã trị ngay bằng thuốc mạnh, bổ ngay bằng vị ngon, thì khó lòng chữa khỏi được.
虽三尺童蒙，亦谓彪虎生翼，将见汉室复兴，曹氏即灭矣。	Chủ ta, trước thua ở Nhữ Nam, đến nhờ Lưu Biểu, quân không đầy một nghìn, tướng chỉ có Quan, Trương, Triệu chính là lúc bệnh đang nguy ngập.
朝廷旧臣，山林隐士，无不拭目而待：以为拂高天之云翳，仰日月之光辉，拯民于水火之中，措天下于衽席之上，在此时也。	Tân Dã là một huyện nhỏ, hẻo lánh, dân cư thưa thớt, lương thực ít ỏi, chủ ta chẳng qua đến nương tạm đó mà thôi, có phải muốn khư khư ngồi giữ cái xó ấy đâu?
何先生自归豫州，曹兵一出，弃甲抛戈，望风而窜；上不能报刘表以安庶民，下不能辅孤子而据疆土；乃弃新野，走樊城，败当阳，奔夏口，无容身之地：是豫州既得先生之后，反不如其初也。 管仲、乐毅，果如是乎？ 愚直之言，幸勿见怪！”	Trong hoàn cảnh quân sĩ không sẵn, thành quách không bền, quân không luyện tập, chạy ăn từng bữa, thế mà lửa cháy Bác Vọng, nước ngập Bạch Hạ, khiến bọn Hà Hầu Đôn, Tào Nhân phải lòng run mặt vỡ; thiết tưởng Quản Trọng, Nhạc Nghị dùng binh cũng vị tất đã hơn gì!
孔明听罢，哑然而笑曰：“鹏飞万里，其志岂群鸟能识哉？	Đến như Lưu Tôn hàng Tào, Dự Châu hoàn toàn không biết; vả lại, không nỡ nhân lúc loạn mà cướp lấy cơ nghiệp người đồng tông.
譬如人染沉疴，当先用糜粥以饮之，和药以服之；待其腑脏调和，形体渐安，然后用肉食以补之，猛药以治之：则病根尽去，人得全生也。 若不待气脉和缓，便投以猛药厚味，欲求安保，诚为难矣。 吾主刘豫州，向日军败于汝南，寄迹刘表，兵不满千，将止关、张、赵云而已：此正如病势尪赢已极之时也，新野山僻小县，人民稀少，粮食鲜薄，豫州不过暂借以容身，岂真将坐守于此耶？ 夫以甲兵不完，城郭不固，军不经练，粮不继日，然而博望烧屯，白河用水，使夏侯惇，曹仁辈心惊胆裂：窃谓管仲、乐毅之用兵，未必过此。	Thật là đại nhân, đại nghĩa!
至于刘琮降操，豫州实出不知；且又不忍乘乱夺同宗之基业，此真大仁大义也。 当阳之败，豫州见有数十万赴义之民，扶老携幼相随，不忍弃之，日行十里，不思进取江陵，甘与同败，此亦大仁大义也。	Còn trận thua ở Đương Dương, vì có vài vạn dân, già trẻ dắt díu nhau đi theo, không nỡ bỏ, nên mỗi ngày chỉ đi được mười dặm, không thiết đến lây Giang Lăng, cam chịu thất bại, ấy cũng là đại nhân đại nghĩa vậy. Còn như ít không địch được nhiều, thì được thua chỉ là việc thường thôi. Ngày xưa vua Cao Tổ luôn thua Hạng Vũ, sau chỉ một trận ở Cái Hạ là thàng công; đó không phải là mẹo tài của Hàn Tín đó ư?
